GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,year
17001,Adams County,96.74616956826438,60.028215396108735,32.9958047929586,3267.0,2019
17003,Alexander County,13.211227048279508,4.580970006052613,150.3870196640784,113.5,2019
17005,Bond County,32.02512067235044,7.936995922219436,93.0992535895397,804.0,2019
17007,Boone County,110.9798203635182,15.590317295688576,26.70366434077916,3532.25,2019
17009,Brown County,56.0370059095233,54.00535504760923,80.14370323910808,179.5,2019
17011,Bureau County,73.05419379462444,9.659674747059482,40.427228022196914,2060.25,2019
17013,Calhoun County,5.325796250880809,2.4195131108116112,247.3139452307858,488.5,2019
17015,Carroll County,34.11678967050328,8.230495270068348,55.912646648865774,937.5,2019
17017,Cass County,23.31243519732073,3.467980761559692,102.63463732592726,334.5,2019
17019,Champaign County,95.017603112679,32.86054554984343,26.472294330359688,11708.75,2019
17021,Christian County,82.90508315876777,61.02307593767707,45.20163527973183,1931.25,2019
17023,Clark County,59.59610934604629,13.683633134053364,124.7815817267566,679.75,2019
17025,Clay County,80.14560767745115,21.389175186586414,19.53294716636181,874.75,2019
17027,Clinton County,82.31377514236229,10.394662681482576,33.13870508830965,1888.25,2019
17029,Coles County,52.4056464700199,13.425110647456885,41.16663178788422,2209.5,2019
17031,Cook County,117.45138890606772,29.81600496738048,15.824458620987937,304145.5,2019
17033,Crawford County,45.56290084953447,11.4575687456732,66.14382239921977,951.25,2019
17035,Cumberland County,23.542106562887422,6.005412637471399,129.77052202715814,326.25,2019
17037,DeKalb County,125.81367274079597,52.65739382254537,18.04471635375539,6392.25,2019
17039,De Witt County,97.70245841975547,19.728499291677217,82.82761323067751,587.75,2019
17041,Douglas County,67.68318530420984,12.717152621033474,47.035262728544126,826.5,2019
17043,DuPage County,115.31794949099888,18.27107720995356,17.038930472688197,75204.0,2019
17045,Edgar County,57.65165659365309,7.144458535566117,83.0050975525165,814.0,2019
17047,Edwards County,106.47184513819916,18.072704290947307,21.05198465409385,380.25,2019
17049,Effingham County,69.99539886790588,15.839859947850742,46.27676371910292,2282.25,2019
17051,Fayette County,59.31903961521365,6.528031401930795,86.2972860885355,585.0,2019
17053,Ford County,47.66855945896955,14.636696575341864,52.21651419377825,617.5,2019
17055,Franklin County,59.74787456380869,12.439377371317194,51.55154229674317,1590.25,2019
17057,Fulton County,93.68749941150531,28.705539445808185,37.75614529010793,1204.75,2019
17059,Gallatin County,76.16747918953145,18.03008517834529,75.23574292950612,132.0,2019
17061,Greene County,58.100158631505664,8.581881415876074,77.43900627548526,782.5,2019
17063,Grundy County,119.66629746279212,15.017873689605164,31.72328400258952,3157.5,2019
17065,Hamilton County,66.03556925715542,26.798091468357413,51.01610579857504,335.0,2019
17067,Hancock County,58.12930123946081,18.136182446132665,57.552274021078674,693.5,2019
17069,Hardin County,32.07580145936105,18.643733277542868,17.11662849424477,60.25,2019
17071,Henderson County,49.31589248497973,10.672153932603322,131.09090848186176,295.5,2019
17073,Henry County,83.70804711984572,19.52633111575346,35.33597936626982,2067.75,2019
17075,Iroquois County,59.44194910073615,10.508651640411268,52.17979951124428,1137.25,2019
17077,Jackson County,60.73853082156592,17.905821202749088,46.12180984566322,2742.75,2019
17079,Jasper County,39.46789193978013,6.878446684796084,68.79558784018269,461.25,2019
17081,Jefferson County,62.501352920181816,10.833424993590237,65.604635689125,1517.25,2019
17083,Jersey County,45.89862140800548,6.107243194297759,80.8668480134342,1466.0,2019
17085,Jo Daviess County,39.01329713227052,9.551650937798929,63.38008189181754,1884.25,2019
17087,Johnson County,17.427653683080372,5.656369904038053,87.67869929242823,514.75,2019
17089,Kane County,127.90375267768373,47.99384654424644,16.77961272137079,43606.25,2019
17091,Kankakee County,103.74783959207244,13.477140249535989,30.31708427492095,5007.5,2019
17093,Kendall County,146.89869702374182,61.24145527759383,13.8589581609051,14428.0,2019
17095,Knox County,92.91316489533622,25.74648235303677,31.31225642330447,1757.75,2019
17097,Lake County,115.15463212845842,17.98099827509577,18.50187979833285,50884.0,2019
17099,LaSalle County,79.25603009590742,14.375709905116365,35.06888894330979,6144.0,2019
17101,Lawrence County,56.355595583466034,8.089517490142937,47.187650006389575,370.0,2019
17103,Lee County,67.85256055265599,9.947598407408904,45.30427155234518,1514.25,2019
17105,Livingston County,59.76049956165804,13.105767036311546,34.25464408246194,1834.75,2019
17107,Logan County,81.55341458358811,12.642504474972531,42.92393354645308,1092.25,2019
17109,McDonough County,96.5690160760122,21.54949077639443,24.055452876578997,763.5,2019
17111,McHenry County,114.10227333829016,16.703474275780625,23.648591591790844,22911.75,2019
17113,McLean County,123.8169351972076,59.89504117864523,17.42110845744607,16539.5,2019
17115,Macon County,104.15804304809907,12.2605465785629,35.177701062659494,4610.5,2019
17117,Macoupin County,50.28591077685421,6.979482873479757,55.60458756269168,3119.5,2019
17119,Madison County,105.2381403232766,18.7745163600817,27.411388695129556,15098.0,2019
17121,Marion County,82.12423152476296,11.667826233269022,67.17551423829018,1666.75,2019
17123,Marshall County,52.39707868279304,11.737173951923914,57.415562409131255,523.25,2019
17125,Mason County,36.59651936941267,13.59467129105168,78.4023375902188,582.75,2019
17127,Massac County,40.48785419227657,7.832567810654607,82.4720468139846,784.25,2019
17129,Menard County,25.542437672790456,4.528934778578118,89.75576222044697,719.0,2019
17131,Mercer County,55.49886825577742,12.176290713429465,136.2525424074022,682.25,2019
17133,Monroe County,83.2954875714466,10.390471618136022,22.261085717672064,1773.0,2019
17135,Montgomery County,67.37242804333704,31.68330904060533,55.413008635780905,1452.75,2019
