year,geoid,state,state_name,county,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,number_of_measurements
2020,35001,35,New Mexico,Bernalillo,0.019928961748633903,0.0083961748633879663,63.784338797814272,8.70500819672132,804.914948087433,408.50585519125622,37.9011393442623,37.909874316939955,38.64813387978144,38.629822404371616,2928
2020,35003,35,New Mexico,Catron,7.4589132231404989,2.8639669421487604,11.159909090909098,4.2919834710743752,16.083314049586768,6.5070247933884291,91.77959917355372,87.985979338842924,97.01110330578517,89.041227272727269,1936
2020,35005,35,New Mexico,Chaves,0.65754918032786946,0.2073142076502732,58.955713114754026,24.396008196721283,276.03477595628351,206.3989863387983,61.391120218579289,61.436136612021848,61.573245901639119,61.544975409836084,2928
2020,35006,35,New Mexico,Cibola,7.5869254143646456,2.9941850828729333,46.701229281767979,28.993022099447479,135.88066850828696,96.223077348066354,55.046980662983522,54.965488950276239,56.560596685082842,56.863254143646522,2896
2020,35007,35,New Mexico,Colfax,8.838381250000003,6.00698124999999,28.902734374999994,21.296450000000004,64.53391562500002,49.531828124999976,57.91032187499998,58.150218750000043,59.791240625000093,59.419906249999983,2560
2020,35009,35,New Mexico,Curry,2.0202240437158512,0.98541803278688478,101.11186065573762,81.657169398907172,448.2358278688526,471.27465027322421,39.532461748633871,39.506267759562796,40.0644153005464,40.052680327868856,2928
2020,35011,35,New Mexico,De Baca,28.942202247191016,32.135191011235939,32.5673370786517,34.485752808988764,36.623348314606773,36.836303370786545,56.469314606741591,56.811775280898971,58.490707865168538,57.698797752809028,712
2020,35013,35,New Mexico,Doña Ana,0.2456803278688523,0.066308743169398818,90.528213114754323,11.709412568306002,584.12866120218587,212.92167486338772,38.7358524590163,38.626989071038281,40.054316939890796,40.111415300546405,2928
2020,35015,35,New Mexico,Eddy,0.48137158469945274,0.13200819672131139,43.400046448087352,7.6314754098360664,223.61839890710405,53.375762295081941,64.473491803278677,64.459486338797646,66.347295081967147,66.08320218579216,2928
2020,35017,35,New Mexico,Grant,2.4830081967213129,0.5898278688524583,52.94617213114747,7.6005956284153129,220.92456284153008,35.296530054644805,51.827814207650256,51.727743169398856,53.384562841529984,53.36937431693989,2928
2020,35019,35,New Mexico,Guadalupe,22.354494423791824,16.831230483271398,41.042040892193249,33.532156133829041,65.903687732341979,56.608449814126523,54.636873605947912,62.692256505576196,52.608122676579839,52.966230483271424,2152
2020,35021,35,New Mexico,Harding,27.338999999999995,24.54357692307692,29.193019230769234,25.727769230769223,31.047076923076915,26.9119423076923,70.0179423076923,69.84142307692305,74.0486730769231,76.003384615384576,416
2020,35023,35,New Mexico,Hidalgo,8.9757749999999827,2.7538535714285715,16.133282142857134,5.2802642857142867,26.217664285714271,10.078200000000008,69.191350000000057,69.9255821428571,70.789010714285752,70.007871428571434,2240
2020,35025,35,New Mexico,Lea,0.44746721311475485,0.12808469945355191,47.135532786885314,9.6438879781420965,278.94139071038273,104.69521584699442,46.708221311475455,46.566778688524515,48.0653606557377,48.387756830601163,2928
2020,35027,35,New Mexico,Lincoln,3.3020630136986306,0.82678356164383626,41.211602739726096,8.36591780821917,122.74447123287678,29.584364383561628,62.963736986301413,62.874810958903986,63.2442273972603,63.168838356164351,2920
2020,35028,35,New Mexico,Los Alamos,1.475710382513663,0.38660655737704885,99.807729508196687,9.399978142076499,451.72451366120225,50.680762295081884,34.116204918032878,34.197363387978164,35.052281420764949,35.1471420765027,2928
2020,35029,35,New Mexico,Luna,4.5856478873239324,1.800856338028171,21.021926760563392,8.1111774647887369,46.410946478873221,24.29006197183099,68.732881690140772,68.020839436619767,73.602642253521125,72.996338028168921,2840
2020,35031,35,New Mexico,McKinley,1.1012814207650266,0.33993715846994516,24.79217759562848,8.6151530054644727,103.34322950819677,68.284010928961891,59.599191256830686,59.554969945355182,59.11680054644814,58.932448087431816,2928
2020,35033,35,New Mexico,Mora,12.440649289099534,5.2886777251184816,17.274014218009466,8.00636492890995,25.089047393364876,13.400900473933662,74.7270331753555,73.8979810426541,74.904819905213159,74.53076777251168,1688
2020,35035,35,New Mexico,Otero,0.45962568306010881,0.14020765027322413,60.224295081967178,10.692428961748627,269.14037704918059,98.208191256830673,61.993784153005357,62.010874316939862,61.657248633879718,61.652158469945455,2928
2020,35037,35,New Mexico,Quay,31.325051282051284,23.180166666666622,64.140560897435719,53.924509615384657,111.77215705128204,100.59191346153847,47.613413461538386,47.5872467948718,49.128317307692228,48.12926602564098,2496
2020,35039,35,New Mexico,Rio Arriba,0.24986612021857932,0.097814207650273238,16.609153005464442,6.3295355191256846,171.29134972677582,91.372601092895934,80.38221584699447,80.176319672131157,82.847918032786836,82.850120218579008,2928
2020,35041,35,New Mexico,Roosevelt,10.787642659279776,6.0548808864265942,58.089914127423881,35.645961218836653,161.55790304709123,99.37010249307481,45.936689750692459,45.603783933518,46.602110803324173,46.445905817174427,2888
2020,35043,35,New Mexico,Sandoval,0.142005464480874,0.04796721311475418,55.2678005464481,8.5848032786884971,386.43614207650296,104.87926229508196,48.86950819672137,48.810155737704868,50.036125683060064,50.078620218579104,2928
2020,35045,35,New Mexico,San Juan,0.70933606557377027,0.17704098360655784,81.125603825136508,10.277696721311473,433.16322677595542,85.596486338797888,37.170557377049093,37.152587431694023,38.290806010929053,38.1490792349726,2928
2020,35047,35,New Mexico,San Miguel,1.503956284153007,1.1803743169398901,24.250994535519183,20.618229508196755,97.139169398907114,87.386740437158224,52.861199453551862,52.32574043715848,56.339131147540975,57.416620218579141,2928
