GEOID,year,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,ALAND,avg_d_mbps_mean,avg_d_mbps_median,avg_u_mbps_mean,avg_u_mbps_median,avg_lat_ms_mean,avg_lat_ms_median,total_tests,total_devices,total_population,percentage_male,percentage_female,percentage_age_under_5,percentage_age_5_17,percentage_age_18_64,percentage_age_over_65,land_area,population_density,median_household_income,less_than_high_school_diploma,high_school_diploma_only,bachelor_or_associate_degree,masters_or_more,hispanic_latino,white_alone,black_or_african_american_alone,american_indian_and_alaskan_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,latitude,longitude,geometry
60290001021,2023,6,29,102,1,651208,314.5431875,314.153,92.07546875,84.7065,15.46875,15.0,881,231,1634,49.75520195838433,50.24479804161567,6.364749082007344,16.340269277845778,64.81028151774785,12.48470012239902,0.651208,2509.182933870591,70323,6.1131386861313874,66.51459854014598,20.255474452554743,7.116788321167883,20.930232558139537,70.37943696450428,5.87515299877601,0.0,0.0,1.2239902080783354,0.0,1.591187270501836,+35.4354922,-119.0175549,"POLYGON ((-119.021483 35.439944, -119.020253 35.439948, -119.019284 35.439951, -119.018537 35.439954, -119.01839 35.439949, -119.018334 35.439947, -119.018147 35.439926, -119.017963 35.439892, -119.017469 35.439763, -119.017407 35.439745, -119.017239 35.439696, -119.016782 35.439553, -119.016591 35.439487, -119.016331 35.439397, -119.016162 35.439333, -119.015952 35.439247, -119.015644 35.439107, -119.015345 35.438954, -119.014969 35.438737, -119.014723 35.438581, -119.014484 35.438418, -119.014252 35.438248, -119.013997 35.438048, -119.013811 35.437889, -119.013545 35.437641, -119.013405 35.437496, -119.013295 35.437382, -119.013062 35.437112, -119.012877 35.436873, -119.012757 35.436687, -119.012676 35.436532, -119.012608 35.436373, -119.012554 35.436211, -119.012514 35.436046, -119.012377 35.435254, -119.012358 35.434948, -119.012334 35.434399, -119.012329 35.434079, -119.012333 35.434061, -119.012353 35.434045, -119.012375 35.434048, -119.012376 35.433612, -119.012374 35.433139, -119.01382 35.433129, -119.015133 35.433114, -119.015229 35.432914, -119.015328 35.432746, -119.015441 35.432584, -119.015943 35.431954, -119.016106 35.432042, -119.016244 35.432131, -119.016367 35.432232, -119.016696 35.432584, -119.01767 35.431359, -119.017771 35.431226, -119.017855 35.431084, -119.017911 35.43096, -119.017961 35.430807, -119.017991 35.430651, -119.019111 35.430643, -119.020118 35.430637, -119.021276 35.43063, -119.021281 35.431211, -119.021318 35.435196, -119.02134 35.437579, -119.021353 35.438813, -119.021368 35.439101, -119.021395 35.439387, -119.021434 35.439673, -119.021483 35.439944))"
60290001022,2023,6,29,102,2,1055610,297.38537499999995,313.9285,117.7646,111.759,15.075,14.0,563,243,1520,40.39473684210526,59.60526315789474,3.289473684210526,26.973684210526315,60.72368421052632,9.013157894736842,1.05561,1439.9257301465504,46089,21.494370522006143,64.07369498464688,9.518935516888432,4.912998976458546,20.855263157894736,74.3421052631579,0.0,0.0,3.947368421052632,0.0,0.0,0.855263157894737,+35.4259590,-119.0166824,"POLYGON ((-119.021276 35.43063, -119.020118 35.430637, -119.019111 35.430643, -119.017991 35.430651, -119.017961 35.430807, -119.017911 35.43096, -119.017855 35.431084, -119.017771 35.431226, -119.01767 35.431359, -119.016696 35.432584, -119.016367 35.432232, -119.016244 35.432131, -119.016106 35.432042, -119.015943 35.431954, -119.015441 35.432584, -119.015328 35.432746, -119.015229 35.432914, -119.015133 35.433114, -119.01382 35.433129, -119.012374 35.433139, -119.012372 35.432776, -119.012369 35.431969, -119.012366 35.431161, -119.012363 35.430353, -119.01236 35.429549, -119.012359 35.429203, -119.012357 35.428812, -119.012354 35.428071, -119.012353 35.427764, -119.012351 35.427301, -119.012349 35.426776, -119.012326 35.426777, -119.012327 35.426588, -119.012346 35.426391, -119.012385 35.426196, -119.012445 35.426005, -119.012695 35.425427, -119.012745 35.425284, -119.012782 35.425138, -119.012807 35.424991, -119.01282 35.424842, -119.012813 35.421358, -119.01281 35.419773, -119.018723 35.419758, -119.021174 35.419752, -119.021181 35.420425, -119.021189 35.421277, -119.021189 35.42132, -119.021197 35.422232, -119.021206 35.423207, -119.021215 35.424182, -119.021224 35.425144, -119.021233 35.426105, -119.021239 35.426734, -119.021253 35.42819, -119.02126 35.429022, -119.021268 35.429819, -119.021276 35.43063))"
60290001031,2023,6,29,103,1,422703,265.8795,263.707,40.1239375,18.052,15.5625,15.0,376,144,1922,49.37565036420396,50.62434963579605,5.150884495317378,37.72112382934444,50.88449531737773,6.243496357960457,0.422703,4546.927748324474,33338,10.143329658213892,58.10363836824697,24.035281146637267,7.717750826901875,12.747138397502605,85.74401664932361,0.0,0.0,0.0,0.0,0.0,1.508844953173777,+35.4246157,-119.0256983,"POLYGON ((-119.030125 35.427055, -119.024531 35.427018, -119.024086 35.427008, -119.023771 35.426986, -119.023457 35.42695, -119.022281 35.42679, -119.021967 35.426758, -119.021651 35.42674, -119.021239 35.426734, -119.021233 35.426105, -119.021224 35.425144, -119.021215 35.424182, -119.021206 35.423207, -119.021197 35.422232, -119.023423 35.422238, -119.025639 35.422253, -119.027858 35.422268, -119.030078 35.422274, -119.030088 35.423249, -119.030098 35.424224, -119.030107 35.425187, -119.030111 35.425597, -119.030117 35.426149, -119.030125 35.427055))"
60290001032,2023,6,29,103,2,345409,278.8631666666667,263.775,59.10470833333333,50.302,16.125,15.0,595,206,670,43.13432835820896,56.865671641791046,0.4477611940298507,8.059701492537313,80.59701492537313,10.8955223880597,0.345409,1939.7294222211929,51875,5.802047781569966,78.32764505119454,10.921501706484642,4.948805460750854,38.656716417910445,41.492537313432834,0.0,0.0,19.85074626865672,0.0,0.0,0.0,+35.4208647,-119.0274992,"POLYGON ((-119.034245 35.420483, -119.034223 35.420616, -119.034185 35.420736, -119.034116 35.420878, -119.034037 35.420996, -119.033925 35.421119, -119.033682 35.421321, -119.032898 35.421961, -119.032829 35.422013, -119.032718 35.422083, -119.032599 35.422144, -119.032451 35.422201, -119.032295 35.422243, -119.032152 35.422268, -119.032036 35.422278, -119.030078 35.422274, -119.027858 35.422268, -119.025639 35.422253, -119.023423 35.422238, -119.021197 35.422232, -119.021189 35.42132, -119.021189 35.421277, -119.021181 35.420425, -119.021174 35.419752, -119.021172 35.419519, -119.023391 35.419525, -119.024498 35.419528, -119.025606 35.419531, -119.026723 35.419534, -119.027834 35.419538, -119.030053 35.419544, -119.031631 35.419548, -119.034252 35.419555, -119.034245 35.420483))"
60290001033,2023,6,29,103,3,493317,250.414875,264.88300000000004,46.89434375,20.683,15.59375,15.0,862,267,2571,50.83625048619215,49.16374951380786,8.401400233372229,5.484247374562427,80.8245818747569,5.28977051730844,0.493317,5211.659034657228,-666666666,20.495495495495494,64.58333333333334,14.92117117117117,0.0,30.882924931933097,61.14352392065344,0.0,1.7891870867366784,0.0,0.0,6.18436406067678,0.0,+35.4232767,-119.0350879,"POLYGON ((-119.039016 35.422899, -119.038987 35.424869, -119.039 35.426186, -119.037209 35.426178, -119.036294 35.426174, -119.033307 35.426162, -119.030117 35.426149, -119.030111 35.425597, -119.030107 35.425187, -119.030098 35.424224, -119.030088 35.423249, -119.030078 35.422274, -119.032036 35.422278, -119.032152 35.422268, -119.032295 35.422243, -119.032451 35.422201, -119.032599 35.422144, -119.032718 35.422083, -119.032829 35.422013, -119.032898 35.421961, -119.033682 35.421321, -119.033925 35.421119, -119.034037 35.420996, -119.034116 35.420878, -119.034185 35.420736, -119.034223 35.420616, -119.034245 35.420483, -119.034252 35.419555, -119.034488 35.419556, -119.035155 35.419557, -119.036061 35.41956, -119.036967 35.419562, -119.039063 35.419568, -119.039016 35.422899))"
60290001041,2023,6,29,104,1,1102840,271.755325,280.1045,18.253,17.0075,18.325,16.0,891,278,1388,51.5850144092219,48.414985590778095,5.187319884726225,26.36887608069165,50.86455331412104,17.579250720461097,1.10284,1258.5687860433063,56815,10.603829160530193,84.09425625920471,0.8836524300441826,4.418262150220913,30.11527377521614,48.9193083573487,0.0,0.0,18.155619596541783,0.0,1.9452449567723344,0.8645533141210375,+35.4454371,-119.0327191,"POLYGON ((-119.03879 35.441749, -119.038752 35.441946, -119.038711 35.442232, -119.038689 35.442519, -119.038591 35.44855, -119.038549 35.45113, -119.038529 35.451321, -119.038494 35.451511, -119.038442 35.451698, -119.038375 35.451881, -119.038292 35.452061, -119.038167 35.452278, -119.03805 35.452444, -119.037954 35.452564, -119.037763 35.452777, -119.037697 35.452736, -119.036817 35.452193, -119.035393 35.451315, -119.03194 35.449184, -119.031733 35.449056, -119.031501 35.448913, -119.031168 35.448708, -119.030881 35.448531, -119.029096 35.44743, -119.028199 35.446877, -119.0275 35.446445, -119.026552 35.44586, -119.025933 35.445478, -119.025903 35.445472, -119.024842 35.444799, -119.024519 35.444575, -119.024381 35.444472, -119.024055 35.444211, -119.023846 35.444029, -119.023548 35.443744, -119.023361 35.443548, -119.023182 35.443347, -119.022917 35.443023, -119.022824 35.442899, -119.022734 35.442778, -119.022479 35.4424, -119.022323 35.442143, -119.022146 35.44182, -119.023285 35.441823, -119.024292 35.441825, -119.025299 35.441828, -119.02681 35.441832, -119.028701 35.441836, -119.029825 35.441839, -119.029834 35.441158, -119.033345 35.441165, -119.034349 35.441167, -119.035163 35.441168, -119.038903 35.441178, -119.03879 35.441749))"
60290001051,2023,6,29,105,1,749269,240.40527777777777,266.2615,15.411416666666668,16.5705,17.13888888888889,16.0,1346,414,1835,38.85558583106267,61.14441416893733,6.7029972752043605,16.348773841961854,51.71662125340599,25.231607629427792,0.749269,2449.053677651151,46875,3.506208911614317,66.32578524470416,22.42512783053324,7.742878013148284,39.073569482288825,57.9291553133515,1.0354223433242506,0.0,0.326975476839237,0.0,0.0,1.6348773841961852,+35.4303670,-119.0344557,"POLYGON ((-119.039042 35.43414, -119.03655 35.434119, -119.036436 35.434119, -119.03612 35.434127, -119.035805 35.434149, -119.035491 35.434185, -119.035181 35.434234, -119.034873 35.434296, -119.034571 35.434371, -119.03361 35.434652, -119.033212 35.434769, -119.032542 35.434967, -119.032342 35.435022, -119.031996 35.435104, -119.031791 35.435143, -119.03148 35.435192, -119.031271 35.435217, -119.030957 35.435244, -119.030641 35.435257, -119.030183 35.435256, -119.030181 35.43481, -119.03018 35.4347, -119.030173 35.433834, -119.030165 35.432664, -119.030155 35.431271, -119.030154 35.431181, -119.030147 35.43016, -119.030132 35.428012, -119.030125 35.427055, -119.030117 35.426149, -119.033307 35.426162, -119.036294 35.426174, -119.037209 35.426178, -119.039 35.426186, -119.039008 35.427114, -119.039024 35.430433, -119.039042 35.43414))"
60290001052,2023,6,29,105,2,1307622,281.227,284.9,46.26684375,18.066000000000003,17.6875,16.0,1107,358,2171,53.109166282818975,46.89083371718103,8.889912482726855,20.68171349608476,68.44771994472593,1.98065407646246,1.307622,1660.2657342871255,105762,3.393501805054152,56.101083032490976,31.696750902527075,8.808664259927799,25.28788576692768,67.7567941040995,3.91524643021649,0.0,1.4279134039613082,0.0,0.5527406725011516,1.0594196222938737,+35.4343061,-119.0257189,"POLYGON ((-119.030197 35.437794, -119.030178 35.438081, -119.03014 35.438367, -119.030007 35.439066, -119.029889 35.439692, -119.029851 35.439975, -119.029832 35.440259, -119.029829 35.440448, -119.029834 35.441158, -119.029825 35.441839, -119.028701 35.441836, -119.02681 35.441832, -119.025299 35.441828, -119.024292 35.441825, -119.023285 35.441823, -119.022146 35.44182, -119.022039 35.441605, -119.02186 35.441199, -119.021708 35.440786, -119.021621 35.440507, -119.021546 35.440226, -119.021483 35.439944, -119.021434 35.439673, -119.021395 35.439387, -119.021368 35.439101, -119.021353 35.438813, -119.02134 35.437579, -119.021318 35.435196, -119.021281 35.431211, -119.021276 35.43063, -119.021268 35.429819, -119.02126 35.429022, -119.021253 35.42819, -119.021239 35.426734, -119.021651 35.42674, -119.021967 35.426758, -119.022281 35.42679, -119.023457 35.42695, -119.023771 35.426986, -119.024086 35.427008, -119.024531 35.427018, -119.030125 35.427055, -119.030132 35.428012, -119.030147 35.43016, -119.030154 35.431181, -119.030155 35.431271, -119.030165 35.432664, -119.030173 35.433834, -119.03018 35.4347, -119.030181 35.43481, -119.030183 35.435256, -119.030195 35.436971, -119.030198 35.437382, -119.030197 35.437794))"
60290001061,2023,6,29,106,1,15998656,247.71406603773585,249.975,90.78864150943396,21.882,16.99056603773585,15.0,1382,504,2879,49.947898575894406,50.05210142410559,7.919416464050018,20.91003820771101,67.10663424800278,4.063911080236194,15.998656,179.95261601974565,59965,3.11804008908686,54.73273942093542,41.14699331848553,1.0022271714922049,47.377561653351854,43.20944772490448,2.987148315387288,0.0,0.1389371309482459,0.0,0.0,6.286905175408128,+35.4434742,-119.0570396,"POLYGON ((-119.084369 35.441323, -119.083842 35.441321, -119.083767 35.441321, -119.082462 35.441318, -119.082387 35.441318, -119.082322 35.441314, -119.08185 35.441317, -119.081416 35.441316, -119.080354 35.441324, -119.079977 35.441327, -119.078662 35.441337, -119.076563 35.441352, -119.076351 35.441354, -119.074796 35.441365, -119.074676 35.443635, -119.074676 35.443769, -119.074675 35.444094, -119.074675 35.444145, -119.07467 35.44862, -119.07467 35.448993, -119.074662 35.45574, -119.074654 35.462881, -119.07465 35.466839, -119.074646 35.470432, -119.074645 35.471135, -119.074644 35.472621, -119.074644 35.47279, -119.074643 35.473568, -119.074651 35.473779, -119.074654 35.473844, -119.074657 35.473914, -119.073943 35.473826, -119.072968 35.473629, -119.072736 35.473582, -119.072294 35.473444, -119.071398 35.473164, -119.069968 35.472517, -119.068545 35.471604, -119.066985 35.470651, -119.066013 35.470057, -119.064734 35.469275, -119.063705 35.468647, -119.06242 35.467861, -119.06021 35.466511, -119.055999 35.46395, -119.053772 35.462595, -119.052101 35.461579, -119.049462 35.459974, -119.049088 35.459743, -119.048037 35.4591, -119.047931 35.459034, -119.047334 35.458663, -119.04718 35.458568, -119.045956 35.457816, -119.044168 35.456717, -119.042732 35.455834, -119.039674 35.453953, -119.038774 35.453399, -119.03852 35.453242, -119.037763 35.452777, -119.037954 35.452564, -119.03805 35.452444, -119.038167 35.452278, -119.038292 35.452061, -119.038375 35.451881, -119.038442 35.451698, -119.038494 35.451511, -119.038529 35.451321, -119.038549 35.45113, -119.038591 35.44855, -119.038689 35.442519, -119.038711 35.442232, -119.038752 35.441946, -119.03879 35.441749, -119.038903 35.441178, -119.035163 35.441168, -119.034349 35.441167, -119.033345 35.441165, -119.029834 35.441158, -119.029829 35.440448, -119.029832 35.440259, -119.029851 35.439975, -119.029889 35.439692, -119.030007 35.439066, -119.03014 35.438367, -119.030178 35.438081, -119.030197 35.437794, -119.030198 35.437382, -119.030195 35.436971, -119.030183 35.435256, -119.030641 35.435257, -119.030957 35.435244, -119.031271 35.435217, -119.03148 35.435192, -119.031791 35.435143, -119.031996 35.435104, -119.032342 35.435022, -119.032542 35.434967, -119.033212 35.434769, -119.03361 35.434652, -119.034571 35.434371, -119.034873 35.434296, -119.035181 35.434234, -119.035491 35.434185, -119.035805 35.434149, -119.03612 35.434127, -119.036436 35.434119, -119.03655 35.434119, -119.039042 35.43414, -119.039024 35.430433, -119.039008 35.427114, -119.039 35.426186, -119.038987 35.424869, -119.039016 35.422899, -119.039063 35.419568, -119.050614 35.419614, -119.051947 35.41962, -119.056448 35.41964, -119.056544 35.419651, -119.05667 35.419684, -119.056765 35.419721, -119.057961 35.420182, -119.058645 35.420447, -119.05931 35.420686, -119.060344 35.42106, -119.060486 35.421128, -119.060616 35.421209, -119.060795 35.421343, -119.061245 35.421684, -119.061312 35.421887, -119.061414 35.422155, -119.061529 35.42242, -119.061658 35.42268, -119.0618 35.422936, -119.061955 35.423186, -119.062122 35.423432, -119.062301 35.423671, -119.062493 35.423904, -119.062696 35.424131, -119.06291 35.42435, -119.063136 35.424562, -119.063372 35.424766, -119.063618 35.424961, -119.063873 35.425149, -119.064178 35.425352, -119.064435 35.42551, -119.064741 35.425681, -119.065056 35.425841, -119.065521 35.426023, -119.06613 35.42628, -119.06658 35.426484, -119.067024 35.426697, -119.067461 35.426917, -119.068034 35.427227, -119.068594 35.427552, -119.069005 35.427805, -119.069541 35.428155, -119.069797 35.428351, -119.070299 35.42875, -119.070788 35.42916, -119.071263 35.429581, -119.07171 35.429999, -119.072082 35.430364, -119.072546 35.430842, -119.072978 35.431316, -119.073259 35.431642, -119.07339 35.431794, -119.073786 35.432281, -119.074165 35.432776, -119.074267 35.432894, -119.074583 35.433242, -119.074682 35.433344, -119.074814 35.43348, -119.074913 35.433581, -119.075256 35.433911, -119.075612 35.434231, -119.075719 35.434321, -119.075981 35.434542, -119.076197 35.434716, -119.081712 35.439175, -119.084142 35.44114, -119.084369 35.441323))"
60290002011,2023,6,29,201,1,586059,241.9117083333333,244.679,30.936875,16.472,17.666666666666668,16.0,331,133,479,41.127348643006265,58.872651356993735,8.768267223382047,2.5052192066805845,78.70563674321504,10.020876826722338,0.586059,817.323853059163,12639,5.88235294117647,70.32085561497327,23.796791443850267,0.0,7.306889352818372,92.69311064718164,0.0,0.0,0.0,0.0,0.0,0.0,+35.4162779,-119.0193557,"POLYGON ((-119.030005 35.414632, -119.028074 35.414623, -119.027794 35.414622, -119.025616 35.414611, -119.023438 35.4146, -119.021128 35.414589, -119.021132 35.415079, -119.021136 35.415495, -119.021139 35.415833, -119.021144 35.416409, -119.021153 35.41735, -119.021161 35.418213, -119.021167 35.418932, -119.021171 35.419439, -119.021172 35.419519, -119.021174 35.419752, -119.018723 35.419758, -119.01281 35.419773, -119.012809 35.419416, -119.012802 35.416344, -119.012801 35.415748, -119.012918 35.415697, -119.013148 35.415625, -119.013423 35.41555, -119.013736 35.415476, -119.014062 35.415406, -119.01455 35.415312, -119.014881 35.415213, -119.016013 35.414835, -119.01659 35.414644, -119.017103 35.414473, -119.020926 35.4132, -119.021115 35.413134, -119.021508 35.412998, -119.021705 35.412944, -119.021868 35.412942, -119.022026 35.412962, -119.022814 35.413082, -119.02308 35.413112, -119.023342 35.413117, -119.023673 35.413105, -119.024068 35.413091, -119.025382 35.413035, -119.025613 35.413041, -119.025852 35.413048, -119.026356 35.413062, -119.026536 35.413058, -119.026684 35.413039, -119.027238 35.412923, -119.027408 35.412897, -119.027766 35.412872, -119.027985 35.412881, -119.028051 35.412885, -119.029528 35.412983, -119.029989 35.412975, -119.029996 35.413667, -119.030005 35.414632))"
