year,country,state,state_name,city,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled
2020,IN,IN-KA,Karnataka,Achammanahalli,2.7799787234042594,0.73151063829787233,5.7505531914893613,1.5697446808510644,10.355851063829784,2.8841702127659561,75.212340425531877,71.413702127659619,64.5780638297872,64.2428297872341,376
2020,IN,IN-KA,Karnataka,Adagur,1.01625,3.4348124999999992,2.1448437499999997,4.5973749999999978,3.498125,5.93765625,228.190125,228.09187499999993,214.74537500000019,216.0077500000001,256
2020,IN,IN-KA,Karnataka,Addada,1.3317586206896559,0.21520689655172412,2.4566379310344826,0.30731034482758662,3.7368620689655137,0.40398275862069005,112.70062068965512,113.59587931034481,135.4950344827586,138.30584482758624,464
2020,IN,IN-KA,Karnataka,Adugodi,5.56783333333333,1.2709166666666676,6.3844166666666693,1.5749999999999993,7.3295833333333347,1.9316250000000001,34.927958333333336,35.377416666666633,35.063791666666667,36.007458333333346,192
2020,IN,IN-KA,Karnataka,Afzalpur,4.5314533333333262,3.0066999999999973,8.9897200000000055,5.0533200000000056,15.293106666666656,7.9089000000000063,46.365033333333336,45.712613333333351,48.366333333333245,48.653000000000034,1200
2020,IN,IN-KA,Karnataka,Agara,22.725463414634131,15.355975609756099,29.44297560975609,20.195365853658533,37.2459024390244,25.555707317073175,39.409414634146344,39.869,36.68882926829265,41.857414634146359,328
2020,IN,IN-KA,Karnataka,Agarkhed,5.0942749999999988,5.8749874999999987,14.625499999999994,14.006137500000012,30.117674999999984,26.367975000000005,50.8284625,51.144787500000035,51.54873750000003,51.53173749999992,640
2020,IN,IN-KA,Karnataka,Airani,6.9625000000000012,1.2225,6.9625000000000012,1.2225,6.9625000000000012,1.2225,41.000000000000007,41.000000000000007,33.5805,33.5805,16
2020,IN,IN-KA,Karnataka,Ajjampur,4.45102777777778,2.33222222222222,9.6658333333333317,3.5194722222222223,16.890055555555573,5.2050277777777767,51.2235,51.036583333333354,53.524444444444477,55.119083333333386,288
2020,IN,IN-KA,Karnataka,Ajjavara,4.6052884615384659,1.698067307692307,8.6379038461538329,3.069682692307691,16.189124999999983,5.63219230769231,37.775961538461516,37.499653846153869,37.196865384615407,37.255134615384577,832
2020,IN,IN-KA,Karnataka,Alanahalli,1.2038181818181826,0.27533766233766216,3.1440779220779249,0.6096753246753247,5.9486493506493545,1.2555844155844171,92.343948051948118,93.285714285714391,101.28175324675317,101.07142857142854,616
2020,IN,IN-KA,Karnataka,Aldur,6.7288620689655154,1.1376896551724134,9.8240689655172435,2.1189655172413797,13.96420689655173,3.1161724137931026,156.15179310344828,156.48034482758626,161.04024137931034,166.07482758620694,232
2020,IN,IN-KA,Karnataka,Alpahalli,0.018,0.051,0.018,0.051,0.018,0.051,97.0,97.0,48.601,48.601,8
2020,IN,IN-KA,Karnataka,Alur,22.637681818181814,18.178454545454542,31.253363636363645,25.138727272727266,39.950272727272733,31.247409090909109,78.1912272727273,87.751045454545533,74.8515,75.566636363636377,176
2020,IN,IN-KA,Karnataka,Amruthahalli,41.543160000000022,19.883440000000018,44.59896,23.483080000000022,47.599920000000012,27.082759999999986,33.06348,33.06348,34.422119999999993,34.34496,200
2020,IN,IN-KA,Karnataka,Anaburu,13.967319999999999,18.148599999999991,14.52112,18.943080000000002,15.07844,19.73007999999999,39.20936,33.4526,55.069519999999983,57.03712,200
2020,IN,IN-KA,Karnataka,Andalgi,0.324,0.446,3.001,0.924,5.679,1.402,48.852,48.852,47.402,47.402,8
2020,IN,IN-KA,Karnataka,Anegundi,4.9184361370716543,4.2282087227414316,14.379884735202499,12.401560747663529,31.350813084112122,28.721049844236706,50.1547040498442,49.9481713395638,50.653482866043696,50.425943925233724,2568
2020,IN,IN-KA,Karnataka,Angadi,1.707,0.25807142857142851,3.0595714285714282,0.3610000000000001,4.5742142857142838,0.48778571428571427,83.567428571428579,83.323357142857162,88.523000000000025,89.763857142857162,112
2020,IN,IN-KA,Karnataka,Angol,1.9333870967741924,0.389274193548387,2.7405080645161317,0.46233870967741841,3.7865645161290318,0.53976612903225785,146.37861290322556,144.84435483870982,131.06376612903219,131.00601612903222,992
2020,IN,IN-KA,Karnataka,Arakere,4.9847142857142845,1.0868571428571434,4.9847142857142845,1.0868571428571434,4.9847142857142845,1.0868571428571434,58.857142857142861,58.714285714285715,56.155571428571406,56.182285714285705,56
2020,IN,IN-KA,Karnataka,Arasalu,3.8218095238095242,2.0456666666666665,7.0152380952380984,3.1256190476190477,10.54952380952381,5.3312857142857144,59.3355714285714,56.350476190476186,55.239095238095253,55.43580952380951,168
2020,IN,IN-KA,Karnataka,Arehalli,2.9401285714285721,0.56897142857142857,7.8196571428571451,1.7832285714285709,27.371899999999989,6.9489571428571475,53.994471428571458,53.224857142857125,55.675157142857188,55.155514285714276,560
2020,IN,IN-KA,Karnataka,Arsikere,5.039992187500002,2.1893749999999992,18.222132812500011,12.954585937500012,39.308960937500032,30.93273437500002,58.099578125000058,56.098640624999966,57.981304687499957,58.178328125000029,1024
2020,IN,IN-KA,Karnataka,Athani,7.06242272727273,6.5553590909090813,23.447486363636383,19.856249999999985,51.42194999999991,42.800927272727257,92.653004545454451,93.042900000000117,95.3253727272728,95.472886363636135,1760
2020,IN,IN-KA,Karnataka,Attihalli,1.485,0.70675,8.0975,2.4692499999999997,15.67625,4.2492500000000009,41.660749999999986,41.660749999999986,61.202749999999995,61.202749999999995,32
