GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,year
24001,Allegany County,83.20118699741734,11.620465787308024,32.23352288410426,2769.5,2019
24003,Anne Arundel County,136.55892194038506,88.54892397593555,13.405768494357112,25048.25,2019
24005,Baltimore County,143.68199771947735,71.71315734791472,15.779989207870791,29174.75,2019
24009,Calvert County,168.04389911502068,14.69748084933462,18.381222815816468,4298.75,2019
24011,Caroline County,154.26621119750925,12.703205567740996,48.94154271147356,831.75,2019
24013,Carroll County,154.92241623440088,19.97172211910572,25.373935568258236,8157.0,2019
24015,Cecil County,124.47763503570236,14.156039632671964,42.4483057081546,4806.5,2019
24017,Charles County,141.96515995015312,87.21542598295683,15.83178400350915,5493.5,2019
24019,Dorchester County,83.96868508265273,9.087502858102564,84.17508418872296,1054.75,2019
24021,Frederick County,153.21651301926573,13.97271850468137,20.656261279061333,14380.25,2019
24023,Garrett County,55.34267746899286,9.59639825227107,47.532239040173984,2528.0,2019
24025,Harford County,150.04052610562422,73.87895521233514,21.66457573185004,9658.0,2019
24027,Howard County,132.80330647332315,92.74860937376975,15.990354226561784,16999.25,2019
24029,Kent County,53.06932745573916,17.091058274140153,59.60655797366388,1630.25,2019
24031,Montgomery County,131.80701491719404,84.1429195679141,11.036106719629164,55730.5,2019
24033,Prince George's County,131.87730005081636,85.98432479811855,13.302135776286583,21385.25,2019
24035,Queen Anne's County,70.95046524428005,10.838808655673413,38.23487725905705,3666.5,2019
24037,St. Mary's County,103.23930578707552,15.050981202904396,20.82825129833457,9598.0,2019
24039,Somerset County,103.25154085906668,9.710113112999796,94.81152501363536,598.75,2019
24041,Talbot County,54.41325526710793,8.335254206808255,68.5302977356381,2311.0,2019
24043,Washington County,73.13012973116375,19.09639871120064,26.169177707427043,8785.25,2019
24045,Wicomico County,142.34655749936158,11.59341201605358,32.98852141402284,3098.0,2019
24047,Worcester County,115.43983313193016,13.193193601496992,47.73001251471258,3728.25,2019
24510,Baltimore city,134.4280920080189,15.24014991307697,20.321166730422792,14496.5,2019
24001,Allegany County,109.14983504732514,15.699670517709055,31.56869347545015,3535.5,2020
24003,Anne Arundel County,163.25750637309605,97.1798920709714,14.216756952966962,37578.25,2020
24005,Baltimore County,163.58304716585246,78.42140095710332,16.713718117862395,39860.0,2020
24009,Calvert County,170.30427531685675,15.460472835242555,16.276700799191826,6325.5,2020
24011,Caroline County,155.65733170490384,13.4692755417568,50.62044585903996,1112.75,2020
24013,Carroll County,183.29076609949615,22.029225810933536,25.329590989183213,12344.25,2020
24015,Cecil County,151.14329066851036,17.123459695870224,31.088205251303137,6122.75,2020
24017,Charles County,160.98721205098252,98.17606875111396,15.08843015557863,7408.0,2020
24019,Dorchester County,94.01852200697206,10.135523714079705,65.1603488509166,1268.0,2020
24021,Frederick County,179.8106357402407,16.121985030937395,19.52586377932432,21995.5,2020
24023,Garrett County,63.54021264065891,10.974846240878072,38.83163981845412,4135.0,2020
24025,Harford County,173.84656118578997,80.78651416376988,20.183955617024896,14093.25,2020
24027,Howard County,158.80872456659617,104.33516068250842,13.59099895182582,26466.25,2020
24029,Kent County,88.07274548055264,51.26379611677743,44.80253907261986,1964.75,2020
24031,Montgomery County,159.5180680426594,95.86346990785566,10.220459087882904,86384.75,2020
24033,Prince George's County,158.85351881660262,101.47900981194022,10.396112961489129,32132.25,2020
24035,Queen Anne's County,91.52217209591376,16.045311002945624,34.974323597056454,4628.0,2020
24037,St. Mary's County,113.0238567370161,17.68148827806663,20.598586237759577,13773.0,2020
24039,Somerset County,128.36961927556194,10.673087231448289,51.104765462163975,944.5,2020
24041,Talbot County,60.750507413674654,9.083149552769598,54.16323787798876,3337.25,2020
24043,Washington County,83.65429849659725,20.03573307867461,29.33927734719133,10272.75,2020
24045,Wicomico County,154.70262792692574,11.906503255618755,27.528371427846015,4806.25,2020
24047,Worcester County,139.9985038887112,14.152945146515506,34.96855238913973,5621.5,2020
24510,Baltimore city,150.87215480598798,17.286956278101957,18.008419995005355,20483.25,2020
24001,Allegany County,148.70415870087598,20.51134309518273,25.413508458279946,2817.0,2021
24003,Anne Arundel County,217.87341657522984,103.56007635133594,13.457700616569966,27813.25,2021
24005,Baltimore County,215.75065258252528,85.58673989357936,15.469038439245466,28349.5,2021
24009,Calvert County,229.41900952978065,19.360642500304824,17.013116911531903,4622.75,2021
24011,Caroline County,193.14952476262653,16.760203704609914,54.821932992669566,866.25,2021
24013,Carroll County,228.59518388986737,26.628463441721124,23.851503688213317,8512.5,2021
24015,Cecil County,197.7710374368872,21.65775883225441,31.25732355509113,4554.0,2021
24017,Charles County,227.6625162154588,126.22184321821771,15.05469369700762,5766.75,2021
24019,Dorchester County,110.29760956366592,12.085683436640094,54.39546175252158,1089.25,2021
24021,Frederick County,223.76922975595687,19.40677184207452,21.031006256229475,17093.0,2021
24023,Garrett County,84.32716313080907,14.116045949513447,40.74571294874288,3106.5,2021
24025,Harford County,224.8029975854097,87.32925026847835,17.847631805958883,10893.5,2021
24027,Howard County,210.16208730903736,114.3095107249202,12.70608776876412,19175.75,2021
24029,Kent County,125.40997029868755,82.64752003521673,40.46745336107066,1553.75,2021
24031,Montgomery County,208.76694365577828,114.28046280991649,9.922550754404504,65332.25,2021
24033,Prince George's County,223.61637794278877,118.15315383725024,10.089346490169037,25155.0,2021
24035,Queen Anne's County,149.52056629662002,43.33087654947092,33.704324460528795,3780.5,2021
24037,St. Mary's County,172.9157649304438,25.85055339340045,19.90638172158873,10332.75,2021
