year,geoid,state,state_name,county,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,number_of_measurements
2024,36001,36,New York,Albany,0.15491666666666667,0.030902777777777793,138.70901388888893,43.937277777777773,862.6346111111111,791.14481944444447,21.359736111111115,21.375402777777786,23.045624999999998,23.048416666666668,576
2024,36003,36,New York,Allegany,10.78027777777778,2.2088194444444444,147.02890277777777,90.2871111111111,428.96077777777771,420.88199999999983,37.209777777777767,37.359138888888893,39.5435138888889,39.550166666666676,576
2024,36005,36,New York,Bronx,0.049986111111111113,0.013638888888888888,150.89256944444446,79.66136111111112,1057.8457222222223,1237.0244166666662,8.5035555555555558,8.51488888888889,9.6481805555555553,9.64495833333333,576
2024,36007,36,New York,Broome,0.60801388888888863,0.053805555555555558,155.55779166666659,44.145875000000011,705.27768055555566,677.97187500000007,22.096513888888889,22.111458333333335,23.926250000000003,23.947611111111112,576
2024,36009,36,New York,Cattaraugus,4.2566666666666659,0.46930555555555564,150.17809722222222,48.292611111111107,465.10474999999991,367.81556944444441,37.819805555555554,38.056944444444454,40.713041666666662,40.54976388888889,576
2024,36011,36,New York,Cayuga,3.6926944444444452,0.28616666666666668,143.13258333333337,48.288166666666669,494.80059722222228,391.26401388888894,34.75602777777776,34.829833333333333,36.421097222222237,36.4915,576
2024,36013,36,New York,Chautauqua,0.51122222222222213,0.097486111111111134,133.21213888888886,51.057902777777777,505.71049999999997,551.94656944444444,37.583194444444437,37.606500000000011,39.5601111111111,39.433736111111124,576
2024,36015,36,New York,Chemung,3.2783472222222225,0.11808333333333336,180.03205555555559,45.85519444444445,660.92272222222232,396.76097222222228,22.837152777777781,22.884805555555563,24.610861111111117,24.543791666666664,576
2024,36017,36,New York,Chenango,1.8455694444444446,0.19558333333333333,109.13704166666665,34.837027777777763,458.01025000000004,316.662,23.824013888888889,23.829069444444439,25.634444444444444,25.709652777777773,576
2024,36019,36,New York,Clinton,2.5225694444444446,0.35169444444444453,144.25851388888893,42.621430555555555,558.15137499999992,372.53255555555552,27.51231944444444,27.499624999999998,29.46895833333333,29.412027777777777,576
2024,36021,36,New York,Columbia,1.3090138888888883,0.098500000000000018,155.38518055555554,72.328291666666658,785.34511111111135,813.68851388888879,16.244375000000005,16.180124999999997,19.039166666666667,19.080208333333331,576
2024,36023,36,New York,Cortland,2.3336666666666672,0.23923611111111109,120.57991666666668,31.887333333333331,400.63329166666676,208.46565277777782,27.74975,27.744333333333337,29.245902777777783,29.220666666666666,576
2024,36025,36,New York,Delaware,3.41298611111111,0.60525,111.73699999999997,42.060361111111121,441.75179166666663,261.27802777777765,14.884402777777774,14.926888888888888,17.795152777777773,17.691361111111117,576
2024,36027,36,New York,Dutchess,0.28655555555555556,0.044402777777777777,190.78654166666666,77.865180555555554,1084.8128055555553,1120.0362500000003,9.6741111111111113,9.6837083333333318,11.812819444444445,11.795166666666667,576
2024,36029,36,New York,Erie,0.067999999999999991,0.010958333333333334,135.08131944444446,47.072291666666672,925.49068055555551,853.35286111111111,30.984819444444444,30.985347222222227,32.31175,32.306875,576
2024,36031,36,New York,Essex,4.4350000000000005,1.228875,99.563083333333324,35.729611111111119,334.279625,183.62355555555561,25.159125,24.883736111111112,26.556861111111111,26.544888888888881,576
2024,36033,36,New York,Franklin,4.7490694444444443,0.92097222222222219,177.03529166666669,61.548888888888875,804.01752777777779,622.07647222222226,25.711027777777787,25.696055555555553,27.947555555555549,27.929000000000002,576
2024,36035,36,New York,Fulton,2.0341388888888892,0.26804166666666662,150.09581944444443,30.014416666666669,541.94306944444452,261.96293055555554,22.859486111111107,23.05113888888889,24.464263888888883,24.436750000000004,576
2024,36037,36,New York,Genesee,3.2254861111111106,0.46640277777777783,150.139375,33.92015277777778,472.14544444444454,283.56418055555559,36.31056944444444,36.240791666666659,38.041694444444438,37.997444444444454,576
2024,36039,36,New York,Greene,2.1568611111111111,0.23087500000000005,140.53080555555556,37.585916666666655,522.10572222222231,260.80802777777774,14.668486111111109,14.698527777777779,17.757597222222223,17.654083333333325,576
2024,36041,36,New York,Hamilton,16.145208333333336,3.6079583333333334,111.98245833333334,61.048972222222218,271.61319444444445,194.0134166666667,27.078111111111109,27.113458333333337,30.499666666666666,30.614986111111111,576
2024,36043,36,New York,Herkimer,6.429666666666666,0.39247222222222217,144.69820833333335,27.811527777777773,429.62690277777784,239.62562499999999,26.910930555555552,26.706166666666665,29.316027777777773,29.451111111111107,576
2024,36045,36,New York,Jefferson,1.2530416666666668,0.162625,142.96022222222226,21.650444444444442,521.25072222222229,233.46301388888892,32.41073611111112,32.361402777777769,35.884027777777781,35.780652777777782,576
2024,36047,36,New York,Kings,0.014472222222222223,0.007,135.80879166666665,61.619444444444454,1223.0585555555556,1594.2658055555553,10.10090277777778,10.095055555555554,11.630180555555556,11.639291666666667,576
2024,36049,36,New York,Lewis,38.68232857142857,5.5221000000000009,118.52388571428573,32.572957142857135,227.22362857142855,92.982842857142842,32.225228571428566,32.168128571428568,34.883399999999988,34.903628571428563,560
2024,36051,36,New York,Livingston,3.294569444444444,0.302736111111111,128.56534722222224,33.458444444444453,429.17229166666664,299.32243055555557,35.775472222222227,35.693958333333313,37.394986111111116,37.295513888888891,576
2024,36053,36,New York,Madison,1.9288472222222217,0.20508333333333334,140.58956944444444,23.541361111111115,581.74493055555547,278.9346388888888,26.524527777777774,26.480583333333342,28.884708333333336,28.804444444444442,576
