year,geoid,state,state_name,county,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled
2022,05001,05,Arkansas,Arkansas,7.4448413597733625,3.6393314447591951,95.990563739376555,52.28839660056645,326.23183002832911,190.33175354107661,30.731453257790363,30.893373937677037,35.953735042735126,36.253851851851863,2824
2022,05003,05,Arkansas,Ashley,9.3963602305475344,6.1293717579250817,86.1320576368876,47.978066282420762,308.76406628242046,179.30833429394806,23.644195965417882,23.661129682997093,12445.36286127166,12443.338621387275,2776
2022,05005,05,Arkansas,Baxter,4.4939215686274361,0.96259383753501293,120.37867507002792,62.421983193277264,517.95899159663611,418.97520448179353,26.336893557422908,26.359140056022365,32.998570224719032,33.092977528089989,2856
2022,05007,05,Arkansas,Benton,0.5406098901098898,0.095582417582417534,168.0430467032966,50.825950549450617,888.00456868131857,804.81335989011006,20.073851648351702,20.068769230769195,27.613504132231384,27.598250688705253,2912
2022,05009,05,Arkansas,Boone,1.9552569060773508,0.31694751381215447,86.531118784530364,33.703179558010994,574.975837016575,371.84696408839784,26.26423480662983,26.295069060773503,32.771764542936374,32.805731301939176,2896
2022,05011,05,Arkansas,Bradley,20.102468354430371,7.8428132911392732,58.912917721519008,22.078471518987335,122.92235126582274,50.9037879746835,28.142648734177225,29.076300632911405,42.455961904761857,36.11701904761911,2528
2022,05013,05,Arkansas,Calhoun,125.08515765765752,90.853279279279064,197.20047747747753,129.73206306306326,272.08295945945923,175.13238738738724,22.489279279279259,22.603130630630634,26.428599078341026,26.401823255813959,1776
2022,05015,05,Arkansas,Carroll,2.0213135593220368,0.50667231638418,75.176192090395489,19.835480225988753,392.24337005649784,180.62303389830572,26.708522598870072,26.829129943502856,34.907067796610022,34.818488700564849,2832
2022,05017,05,Arkansas,Chicot,25.601544262295004,9.287770491803272,46.991327868852359,14.848770491803279,78.01028524590167,24.122963934426192,40.483629508196714,40.530022950819678,45.66326333333339,45.817323333333356,2440
2022,05019,05,Arkansas,Clark,18.459796610169462,3.9949887005649769,135.40760451977397,49.129638418079111,394.68789830508496,195.49866666666674,29.083884180790946,29.089968926553638,37.326286118980107,37.317260623229522,2832
2022,05021,05,Arkansas,Clay,18.85242105263157,8.1871023391812709,106.10340350877209,58.412374269005824,276.11203508771933,181.81545614035102,35.4544590643275,34.751239766081817,44.701178041542946,44.689946587537094,2736
2022,05023,05,Arkansas,Cleburne,5.6363342776203842,1.2975609065155784,89.340597733710965,22.583861189801713,313.14797167138835,107.88016147308775,29.5459603399434,29.504781869688319,40.513244318181712,40.648531249999976,2824
2022,05025,05,Arkansas,Cleveland,10.91363533834587,4.3585639097744391,32.436236842105224,11.491890977443601,71.593327067669179,23.406195488721796,52.997639097744447,50.425105263157782,60.261848837209371,59.064837209302169,2128
2022,05027,05,Arkansas,Columbia,12.728487031700279,3.1747377521613722,99.7735446685878,45.618040345821306,300.9339971181559,188.32307780979897,33.750824207492876,33.919394812680181,43.547812138728375,43.332763005780258,2776
2022,05029,05,Arkansas,Conway,11.301329577464816,3.8932169014084463,85.936802816901292,46.664081690140812,268.38611830985957,194.11828169014069,29.62395492957744,29.628766197183126,39.51982954545457,39.493556818181837,2840
2022,05031,05,Arkansas,Craighead,2.5185338983050847,0.25120621468926591,136.42761016949163,61.071324858757073,583.8550564971755,561.04744067796639,24.072440677966103,24.055375706214683,39.995552407932109,39.97422662889516,2832
2022,05033,05,Arkansas,Crawford,7.1477292817679654,0.69332596685082715,155.02949171270737,60.207588397790104,649.87154972375674,484.85070165745833,20.299602209944755,20.267331491712703,25.278562326869856,25.306797783933508,2896
2022,05035,05,Arkansas,Crittenden,4.0066532951289275,0.67214899713466891,118.04074212034375,20.985647564469943,472.11037822349567,117.23164469914055,15.215140401146133,15.221997134670511,25.150462643678157,25.222790229885032,2792
2022,05037,05,Arkansas,Cross,21.960924418604638,5.25129651162791,81.177764534883536,28.232191860465093,190.23999709302291,83.368491279069772,29.679438953488322,29.746581395348787,33.551609329446038,33.493551020408248,2752
2022,05039,05,Arkansas,Dallas,56.87767821782181,43.786905940594032,102.66900990099015,74.643603960396177,170.34656930693075,123.63393069306935,21.723252475247513,21.611168316831691,25.656487309644614,25.735208121827384,1616
2022,05041,05,Arkansas,Desha,22.373820809248549,4.46190462427746,67.929043352601212,17.0446358381503,153.23937283236998,47.586505780346805,31.875890173410415,32.102173410404546,38.832161849710978,38.8072687861272,2768
2022,05043,05,Arkansas,Drew,13.267618911174766,2.8811289398280819,86.658034383954032,22.429169054441303,219.05485673352445,81.38100286532962,18.892916905444107,18.857962750716368,25.468647564469919,25.290659025787967,2792
2022,05045,05,Arkansas,Faulkner,0.87466758241758247,0.25652747252747238,88.366175824175684,32.857203296703261,784.59773626373692,589.91995879120975,20.90676923076926,20.862590659340633,29.888132231404981,29.830702479338836,2912
2022,05047,05,Arkansas,Franklin,5.3309485714285714,4.805648571428585,170.28990857142861,141.52492857142826,642.79763142857144,617.12643428571539,17.26766571428572,17.222594285714315,24.878841954023024,24.831956896551755,2800
2022,05049,05,Arkansas,Fulton,39.612755747126471,19.88936206896549,119.72231321839119,88.037347701149386,269.71145402298851,233.23957758620713,25.210022988505735,25.595704022988485,28.2276599423631,28.23746685878961,2784
2022,05051,05,Arkansas,Garland,1.708436464088396,0.64972651933701642,86.030533149171276,24.150002762430937,539.667066298343,376.68382044198881,29.306720994475171,29.27214640883988,38.99658725761774,38.995759002770143,2896
