GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests
30001,Beaverhead County,94.17011966045038,18.92914256245602,69.4158427163969,59.0
30003,Big Horn County,74.23601385531136,17.684375465201466,82.8363315018315,56.75
30005,Blaine County,54.20796031829469,18.08224650817013,65.50720393287676,22.25
30007,Broadwater County,44.86096510501777,9.123564597488604,82.94362412559846,75.0
30009,Carbon County,63.9461796350587,13.676988437578338,75.36219343247397,51.0
30011,Carter County,94.32642237103175,15.220193948412696,142.93477182539684,9.0
30013,Cascade County,151.6627333176966,21.1300313551241,54.593340378592195,464.25
30015,Chouteau County,58.21541944444444,13.647531944444443,74.70416666666667,10.75
30017,Custer County,57.15068592171717,14.727643055555557,69.78308080808081,51.75
30019,Daniels County,63.347259615384615,18.588846153846156,138.66346153846155,14.75
30021,Dawson County,142.2712310111519,19.668847099823203,71.77555079559363,45.75
30023,Deer Lodge County,98.30670544004958,16.778917272368716,58.104563894523324,40.0
30025,Fallon County,68.90423958333334,14.476958333333334,71.40625,4.25
30027,Fergus County,214.82293177258418,36.64467367867516,58.89944651723019,57.25
30029,Flathead County,124.74819851780717,20.56886372782163,74.62101092849181,909.25
30031,Gallatin County,106.42752072449429,18.985245558347447,62.34759687263705,1118.5
30033,Garfield County,112.97562500000001,38.23022916666667,60.5,2.5
30035,Glacier County,62.09615049533832,11.872647275677231,84.25294363853081,69.75
30037,Golden Valley County,131.2149761904762,36.3502380952381,57.92857142857143,5.0
30039,Granite County,46.086041666666674,7.665363675213675,69.5917735042735,26.25
30041,Hill County,153.3767798690671,23.316240545358895,56.86185800015587,135.5
30043,Jefferson County,48.5087790433203,10.63623061338213,66.51247450819456,155.5
30045,Judith Basin County,84.66551666666666,23.770425,66.73333333333333,10.5
30047,Lake County,103.6058932187203,12.935989021777125,76.55493014150609,189.5
30049,Lewis and Clark County,90.73475267235678,16.136597524520326,62.86301646879427,477.75
30051,Liberty County,82.33428125,15.833000000000002,79.15625,4.25
30053,Lincoln County,81.42969995348223,12.596498195710705,90.5324243554671,87.25
30055,McCone County,100.39831410256409,28.589490384615388,60.50961538461539,8.333333333333334
30057,Madison County,61.149925924887526,13.13410551852538,68.29168048187445,59.75
30059,Meagher County,86.14717250000001,24.73502,55.77416666666667,20.5
30061,Mineral County,72.97213577956988,19.240616202956993,71.4598689516129,92.5
30063,Missoula County,97.65797982007747,14.622283186512135,65.47282314943081,667.0
30065,Musselshell County,90.30963999236059,19.042633537698592,59.23334218124846,23.5
30067,Park County,84.85691267887749,15.377151067066903,71.79430207782947,102.75
30069,Petroleum County,109.69635294117649,22.362235294117646,89.13235294117646,9.5
30071,Phillips County,74.79402067307693,14.509129300213676,56.87948717948718,21.25
30073,Pondera County,232.58878988218092,42.62445205538356,50.23854059167527,25.5
30075,Powder River County,24.911341570597276,6.631242635595081,81.38825483091787,39.5
30077,Powell County,52.94594213791714,15.652489719914719,78.71229541229542,59.25
30079,Prairie County,69.36045312499999,12.180062499999998,61.96875,6.25
30081,Ravalli County,74.12776640435489,10.451398125878258,59.245409777233824,404.0
30083,Richland County,68.93286840497737,9.912178024132729,76.8356504524887,64.25
30085,Roosevelt County,71.15580010818253,14.630486154040689,77.23731313926042,31.5
30087,Rosebud County,74.77985063159879,14.124563459443607,98.08067705714765,38.0
30089,Sanders County,72.65741391466992,13.684170014051936,74.67736307978589,70.25
30091,Sheridan County,46.72644169016291,11.351836061507935,74.68956244778613,23.25
30093,Silver Bow County,63.609480984682534,12.824300559194512,64.93382196658118,247.75
30095,Stillwater County,75.18917355658155,14.304868214607508,75.48948024457783,46.25
30097,Sweet Grass County,93.31881344998814,15.604039533995415,69.9509545981402,31.25
30099,Teton County,118.52693635164059,42.27087890475065,44.61292052362264,109.5
30101,Toole County,32.93215334617697,6.092299687790348,86.98683527354211,178.75
30103,Treasure County,52.98328125,4.998743055555555,119.625,8.5
30105,Valley County,77.45220552762716,20.14592564777071,73.5391825704088,44.75
30107,Wheatland County,105.92638234742839,37.54169954266007,60.121457489878544,15.25
30109,Wibaux County,90.39521586921849,26.930227432216906,88.07894736842105,16.666666666666668
30111,Yellowstone County,82.43379286031285,20.305983737837423,67.80804977617169,841.0
