year,country,state,state_name,city,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled
2020,IN,IN-MP,Madhya Pradesh,Adhartal,4.8221753246753272,2.0683636363636335,12.152519480519471,5.6344220779220811,28.067142857142837,14.729603896103892,87.814831168831219,87.928376623376636,88.173883116883218,87.229272727272686,1232
2020,IN,IN-MP,Madhya Pradesh,Afzalpur,2.1482631578947369,0.311,3.09357894736842,0.33473684210526311,4.1446315789473696,0.35868421052631588,120.64521052631581,100.5073684210526,111.298,99.669263157894775,152
2020,IN,IN-MP,Madhya Pradesh,Agar,5.2218692810457519,2.8613529411764715,7.5207058823529414,4.2315294117647078,10.213758169934655,5.9555359477124235,67.795784313725548,67.751575163398641,76.844986928104618,77.187137254901941,1224
2020,IN,IN-MP,Madhya Pradesh,Agrod,3.4819999999999998,0.26300000000000018,3.9065000000000003,0.29410000000000003,4.3309,0.325,136.24609999999998,136.24609999999998,114.13560000000003,114.13560000000003,80
2020,IN,IN-MP,Madhya Pradesh,Ajnas,1.3638000000000001,1.8599000000000003,3.5169,2.2075999999999993,5.81925,2.64125,207.07575,206.74380000000005,213.0784000000001,211.58699999999993,160
2020,IN,IN-MP,Madhya Pradesh,Akodia,2.5907,0.34225000000000022,2.9629000000000008,0.36349999999999982,3.2194,0.38584999999999997,84.218150000000009,80.5427,82.359099999999955,84.252800000000022,160
2020,IN,IN-MP,Madhya Pradesh,Alot,2.0986666666666691,0.24941304347826107,3.046391304347825,0.31610144927536193,4.0692318840579738,0.383173913043478,150.63526086956526,154.09525362318848,169.22824637681154,165.75286231884041,1104
2020,IN,IN-MP,Madhya Pradesh,Amarwara,0.26996666666666658,0.091766666666666663,5.4001000000000037,2.445133333333334,19.824333333333342,9.2050666666666654,115.71009999999998,115.72770000000006,112.46369999999997,111.29579999999999,240
2020,IN,IN-MP,Madhya Pradesh,Ambachandan,2.1166021505376342,0.34093548387096789,3.773827956989249,0.83987096774193493,6.2247741935483853,1.70421505376344,90.916989247311975,90.068666666666687,102.01927956989246,102.0659569892474,744
2020,IN,IN-MP,Madhya Pradesh,Ambah,3.1648490566037721,1.7670377358490552,5.9233207547169835,2.5976603773584914,8.9825660377358574,3.593962264150945,283.65960377358516,283.79428301886782,296.73409433962246,297.64890566037735,424
2020,IN,IN-MP,Madhya Pradesh,Anjad,6.068759999999993,2.7611066666666653,13.022306666666667,6.2388533333333367,22.997986666666662,10.544933333333338,44.703253333333365,44.838146666666653,46.61245333333337,47.166639999999987,600
2020,IN,IN-MP,Madhya Pradesh,Ankalpur,2.3176428571428564,1.2392857142857141,2.7198571428571432,1.6169999999999998,3.2645714285714278,1.9947142857142866,81.201857142857165,81.201857142857165,98.708928571428586,98.409785714285675,112
2020,IN,IN-MP,Madhya Pradesh,Anuppur,13.291453488372094,10.912848837209301,26.17753488372092,22.417837209302338,47.113279069767394,39.342988372093,60.707279069767459,60.107104651162786,52.988802325581361,53.68510465116276,688
2020,IN,IN-MP,Madhya Pradesh,Ashoknagar,4.00451612903226,1.7840967741935498,6.6742258064516147,3.1727741935483857,9.9662580645161309,4.93925806451613,96.77229032258056,97.148032258064575,86.578193548387091,86.566258064516092,248
2020,IN,IN-MP,Madhya Pradesh,Ashta,5.1746666666666723,5.4343799999999947,9.4497933333333091,7.9854133333333266,18.913280000000015,14.02850666666667,182.06952666666666,183.14916666666667,187.68842000000015,192.74858666666645,1200
2020,IN,IN-MP,Madhya Pradesh,Awan,10.44001136363638,12.161636363636363,17.190659090909087,17.934886363636352,25.6242159090909,25.764886363636357,78.446215909091009,74.6066022727271,77.231852272727366,76.456647727272852,704
2020,IN,IN-MP,Madhya Pradesh,Babai,2.2945526315789455,1.2308157894736844,4.61610526315789,1.9844999999999995,7.68378947368421,2.9682105263157879,83.669105263157888,83.28260526315789,78.505894736842109,80.115973684210516,304
2020,IN,IN-MP,Madhya Pradesh,Badnawar,22.532035714285705,9.3089285714285666,42.904071428571442,24.61751785714285,66.934607142857132,45.468107142857164,60.335839285714293,59.699982142857195,63.976089285714281,69.588910714285717,448
2020,IN,IN-MP,Madhya Pradesh,Bagroda,8.4675533980582731,4.2206019417475744,20.809776699029133,13.727475728155341,42.64577669902912,34.25628155339804,73.263650485436955,73.307009708737837,76.277728155339815,77.269543689320358,824
2020,IN,IN-MP,Madhya Pradesh,Baihar,2.8500204081632643,0.27666326530612212,3.4085714285714279,0.32797959183673414,4.0166530612244911,0.38600000000000018,219.9906326530612,222.04310204081634,245.07518367346938,246.08457142857134,784
2020,IN,IN-MP,Madhya Pradesh,Bakori,1.6510999999999996,0.7023,1.93315,1.4611,2.2075,2.278,100.24290000000002,102.19289999999995,100.39775,99.868249999999989,160
2020,IN,IN-MP,Madhya Pradesh,Balaghat,4.5867654320987681,2.6298641975308654,9.1773292181069781,5.3743374485596673,19.462255144032948,11.632041152263364,86.240181069958965,85.710674897119219,89.7802757201646,88.05295473251023,1944
2020,IN,IN-MP,Madhya Pradesh,Barela,7.9736923076923087,4.463000000000001,9.2960769230769262,4.463000000000001,10.618384615384612,4.463000000000001,64.071153846153834,62.941076923076913,67.916307692307655,68.915615384615435,104
2020,IN,IN-MP,Madhya Pradesh,Bareli,3.7073599999999995,0.31196,4.40736,0.32732,5.1713600000000035,0.34504000000000007,98.545239999999964,96.97972,95.48332000000002,97.057800000000057,200
