year,geoid,state,state_name,county,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled
2022,51001,51,Virginia,Accomack,3.0416880222841196,0.58909470752089066,77.036590529247988,15.399746518105852,292.50103342618377,108.79900557103056,30.436529247910865,30.612869080779912,34.838324022346377,34.8042653631285,2872
2022,51003,51,Virginia,Albemarle,0.41756318681318694,0.1509010989010989,139.89089560439578,29.776670329670331,865.37269780219924,607.42516208791153,14.642991758241781,14.618197802197823,20.195608815427011,20.17315977961432,2912
2022,51005,51,Virginia,Alleghany,83.52177566539919,39.2960494296578,134.62748669201517,69.491110266159623,202.67416730038008,115.50973384030421,16.63119771863116,16.627760456273759,19.435161417322863,19.437807086614182,2104
2022,51007,51,Virginia,Amelia,3.5494383954154731,0.54879083094555825,29.983848137535809,7.4345873925501413,110.38204297994263,33.415372492836674,36.172203438395393,36.050839541547255,46.066333333333311,46.160229885057454,2792
2022,51009,51,Virginia,Amherst,1.7311312849161995,0.58729888268156394,100.30431005586584,17.593097765363122,576.12475977653594,151.89154189944119,22.771444134078209,22.828497206703911,27.876378151260489,27.898226890756302,2864
2022,51011,51,Virginia,Appomattox,9.35895480225989,2.8811384180790953,94.538697740112937,61.924819209039534,335.80538135593213,298.81059322033906,17.16744632768361,17.215336158192109,28.2065580736544,28.195708215297458,2832
2022,51013,51,Virginia,Arlington,0.28552747252747246,0.098607142857142852,176.25110714285691,74.527175824175814,1085.047887362638,902.65451098901178,6.36291483516483,6.3554230769230777,10.771661157024791,10.769134986225893,2912
2022,51015,51,Virginia,Augusta,7.9575798319327884,4.2855266106442693,92.716392156862739,29.726490196078423,465.73484313725493,176.61449019607852,23.022985994397764,23.08856582633053,26.843831460674149,26.867247191011245,2856
2022,51017,51,Virginia,Bath,15.302370860927166,6.9863874172185279,49.564499999999974,20.727433774834452,111.84211258278148,44.824235099337749,39.460089403973484,40.2765927152318,46.4517284768212,45.966016556291379,2416
2022,51019,51,Virginia,Bedford,0.80785833333333312,0.15407500000000007,73.590161111111073,12.729894444444446,624.54491666666672,187.53483611111105,23.199533333333342,23.1922638888889,31.192025069637896,31.191779944289696,2880
2022,51021,51,Virginia,Bland,17.321034782608713,4.2979304347826055,26.661478260869551,6.476343478260878,38.104682608695633,9.3245391304347844,53.000369565217419,53.193834782608711,60.194105990783441,58.960847926267277,1840
2022,51023,51,Virginia,Botetourt,1.2254763231197769,0.44608356545961048,127.09371309192204,35.936203342618391,766.37656545961067,368.82677994428968,15.841955431754872,15.781267409470747,19.328002793296093,19.327312849162013,2872
2022,51025,51,Virginia,Brunswick,17.692043956043957,12.648608058608064,59.126252747252757,26.769637362637379,137.0823919413919,48.771424908424869,32.58792673992675,33.1055128205128,44.155632958801547,43.818029962546838,2184
2022,51027,51,Virginia,Buchanan,23.923030726256989,3.775385474860335,119.57150558659221,17.70111731843576,277.06858938547481,52.119547486033468,32.185986033519541,32.119427374301658,38.44972067039113,38.530810055865935,2864
2022,51029,51,Virginia,Buckingham,8.09551057401813,6.8993021148036293,66.790377643504556,48.754277945619329,204.02274320241702,148.41528398791544,28.48741691842897,27.5813746223565,30.578828746177358,30.699672782874572,2648
2022,51031,51,Virginia,Campbell,0.693776536312849,0.25859776536312851,68.51809776536308,24.31603631284916,523.8885055865918,305.80414245810039,26.155586592178786,26.154441340782128,31.736378151260489,31.807336134453763,2864
2022,51033,51,Virginia,Caroline,7.4164124293785454,1.2988700564971718,170.63910169491527,17.89316384180793,677.21600847457614,74.729451977401126,14.320994350282488,14.297918079096037,21.183028248587576,21.164951977401095,2832
2022,51035,51,Virginia,Carroll,2.4295589887640494,0.391573033707865,90.871410112359541,12.431025280898861,369.01602528089865,64.813325842696571,34.876761235955087,34.919269662921252,42.499918309859119,42.15653802816901,2848
2022,51036,51,Virginia,Charles City,40.852536082474231,18.674355670103093,65.693237113402049,25.350865979381432,97.955164948453671,32.974778350515443,46.652494845360806,48.307701030927824,46.993878947368422,47.0778421052632,1552
2022,51037,51,Virginia,Charlotte,13.097214511041006,4.152886435331232,39.177233438485793,15.491779179810704,90.134315457413265,43.283198738170327,31.450050473186188,31.034892744479485,42.240906976744249,40.749591362126218,2536
2022,51041,51,Virginia,Chesterfield,0.38853571428571415,0.077653846153846184,199.30903571428553,79.653189560439586,962.35076648351662,871.98060989011049,11.321818681318678,11.332162087912089,16.724256198347121,16.726644628099191,2912
2022,51043,51,Virginia,Clarke,23.807541666666658,4.5194423076923051,78.087083333333339,14.870512820512831,167.8402852564102,31.415028846153852,28.314708333333307,26.612397435897414,35.473506535947706,33.957869281045738,2496
2022,51045,51,Virginia,Craig,10.846549206349204,2.4621428571428563,27.443577777777772,6.8087047619047585,51.08096825396823,15.964844444444452,48.718476190476167,47.582663492063496,61.601980707395512,62.728565916398679,2520
2022,51047,51,Virginia,Culpeper,4.9688523676880205,0.6704846796657381,173.98504735376054,48.924785515320323,738.11982729805038,511.42320055710326,9.5762813370473516,9.580256267409446,16.099574229691864,16.057492997198853,2872
2022,51049,51,Virginia,Cumberland,13.968924050632936,12.275341772151897,59.1642658227848,42.106623417721551,146.33562658227851,107.14990822784816,28.160272151898756,28.317825949367077,34.317035031847148,34.05228025477706,2528
2022,51051,51,Virginia,Dickenson,9.0516406685236674,1.7847827298050158,76.8344568245126,13.817376044568251,230.55716991643467,47.431025069637919,27.911158774373273,27.87109470752084,31.58324581005586,31.730980446927333,2872
