year,country,state,state_name,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled
2020,IN,IN-AN,Andaman and Nicobar Islands,0.13209803921568622,0.060652661064425704,6.7254985994397662,4.7553221288515442,53.833442577030873,46.240229691876756,158.22993277310928,158.36157142857178,162.46845658263274,162.94080392156894,2856
2020,IN,IN-AP,Andhra Pradesh,0.012491803278688533,0.003866120218579237,16.049948087431741,15.203576502732236,296.862576502732,277.10140983606453,42.107095628415294,42.093822404371551,42.5559153005465,42.534885245901719,2928
2020,IN,IN-AR,Arunachal Pradesh,0.1234602739726027,0.095457534246575312,8.0921424657534082,6.29563561643835,58.12846575342467,52.328884931506856,113.64821095890426,113.72163835616439,112.30624109589037,112.24390958904108,2920
2020,IN,IN-AS,Assam,0.015806010928961715,0.0055191256830601125,7.47706284153007,4.6364562841529988,148.37324316939925,118.59852185792343,113.84687158469937,113.81489071038227,110.04809836065559,110.08134426229503,2928
2020,IN,IN-BR,Bihar,0.01021584699453551,0.0029644808743169355,6.8146939890710359,4.5424972677595647,164.04418032786873,138.92283060109293,93.94471311475408,93.964551912568254,91.27187704918029,91.287685792349762,2928
2020,IN,IN-CH,Chandigarh,0.024740437158469887,0.0065573770491803374,21.213040983606543,15.119942622950846,321.27290983606662,267.9380464480879,44.042702185792308,43.984251366120333,44.699308743169432,44.678606557376987,2928
2020,IN,IN-DD,Daman and Diu,1.1512333333333324,0.861066666666667,8.3804000000000016,9.2679466666666563,29.332680000000003,32.105573333333354,30.123119999999993,30.020886666666648,30.03694666666669,30.335459999999998,1200
2020,IN,IN-DL,Delhi,0.0053087431693989119,0.0015327868852458991,21.644248633879698,16.232795081967197,741.61844262295187,651.00075409836143,21.039655737704994,21.040251366120248,22.231431693989038,22.235592896174786,2928
2020,IN,IN-DN,Dadra and Nagar Haveli,4.2068749999999975,7.8193958333333224,5.5631874999999962,9.6947916666666636,7.0460625000000032,11.531770833333326,26.590395833333336,27.13485416666666,33.5549375,28.585020833333331,384
2020,IN,IN-GA,Goa,0.031254098360655673,0.014950819672131155,17.336278688524573,14.689841530054643,243.00380874316903,308.39778961748613,40.733707650273161,40.707092896174878,41.936803278688529,41.944366120218554,2928
2020,IN,IN-GJ,Gujarat,0.0084945355191256774,0.0024098360655737745,13.635259562841519,8.313117486338804,453.57269672131054,346.26403278688616,46.453229508196763,46.457019125683011,46.419306010928878,46.417387978142,2928
