year,country,state,state_name,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled,State_Number,Population_2011,Growth_Percentage,Estimated_Population_2021,Per_Capita_NSDP,GSDP_in_Millions
2021,IN,IN-AN,Andaman and Nicobar Islands,0.052328767,0.013331507,12.40413699,8.719068493,127.1387068,102.1003918,73.21576712,73.26458356,74.17248219,74.16586575,2920,35,"380,581",6.9,406841,229080,"103,705.20"
2021,IN,IN-AP,Andhra Pradesh,0.012534247,0.006035616,23.48569863,17.61970959,561.6669425,494.2186767,40.43036164,40.42992877,40.81375342,40.81644932,2920,28,"84,580,777",11,93884662,192587,"11,338,365.00"
2021,IN,IN-AR,Arunachal Pradesh,0.050791781,0.014312329,11.10358904,6.703706849,114.4117288,89.34777534,113.7058247,113.7887671,113.983,114.0196877,2920,12,"1,383,727",26,1743496,205645,"351,235.40"
2021,IN,IN-AS,Assam,0.015969863,0.006208219,13.83636164,7.860512329,298.0627452,237.4773918,102.4212904,102.4092329,101.0453123,101.0276658,2920,18,"31,205,576",17.1,36541729,102965,"4,126,118.70"
2021,IN,IN-BR,Bihar,0.008978082,0.005016438,13.07307671,6.981345205,389.8180466,338.2207233,93.71043288,93.70090959,94.20264384,94.21051781,2920,10,"104,099,452",25.4,130540713,47498,"6,503,024.30"
2021,IN,IN-CH,Chandigarh,0.022035616,0.006873973,36.68513151,23.78317808,618.1307507,450.4761178,35.0337726,35.02819178,36.6721863,36.6657726,2920,4,"1,055,450",17.2,1236987,333932,"456,352.60"
2021,IN,IN-DL,Delhi,0.006134247,0.004128767,35.98145753,24.39098904,926.1495699,837.2718301,20.00634795,20.00064932,22.49545479,22.49438356,2920,7,"16,787,941",21.2,20346984,389529,"9,046,420.40"
2021,IN,IN-GA,Goa,0.031460274,0.008654795,28.22877534,19.25042466,387.0365151,284.5376904,30.32624384,30.30423562,31.76563562,31.77419452,2920,30,"1,458,545",8.2,1578146,472070,"826,037.00"
2021,IN,IN-GJ,Gujarat,0.004624658,0.003739726,21.94249589,12.62205479,705.6325808,531.8917068,37.51269315,37.51427945,38.43232055,38.43425753,2920,24,"60,439,692",19.3,72104553,241930,"19,770,664.60"
2021,IN,IN-HP,Himachal Pradesh,0.020539726,0.006654795,18.04042466,10.59792055,407.2705425,311.729189,46.25700822,46.25141096,48.25488219,48.23945479,2920,2,"6,864,602",12.9,7750136,201271,"1,762,694.70"
2021,IN,IN-HR,Haryana,0.013126027,0.00590137,33.14653151,21.62757534,826.129274,683.9551178,22.72856438,22.72377808,24.80443014,24.80737808,2920,6,"25,351,462",19.9,30396403,264835,"8,706,645.30"
2021,IN,IN-JH,Jharkhand,0.019621918,0.006671233,28.37595616,21.15957808,321.5745014,274.8038877,73.60199178,73.58339726,74.17577808,74.19293699,2920,20,"32,988,134",22.4,40377476,84059,"3,588,625.90"
2021,IN,IN-JK,Jammu and Kashmir,0.022008219,0.006821918,20.49751781,12.22613151,334.014863,267.257863,47.01706301,47.01250959,49.36770959,49.38150959,2920,1,"12,541,302",23.6,15501049,120790,"1,999,174.20"
2021,IN,IN-KA,Karnataka,0.008868493,0.004947945,36.50502192,22.73499452,1831.216742,1039.971688,26.19330959,26.19591507,27.27715616,27.27476438,2920,29,"61,095,297",15.6,70626163,265623,"19,627,254.20"
2021,IN,IN-KL,Kerala,0.008175342,0.004821918,21.98090137,14.19653973,631.0418082,503.8360603,42.58357808,42.5817863,43.60128219,43.60356986,2920,32,"33,406,061",4.9,35042958,233855,"9,324,699.60"
2021,IN,IN-LA,Ladakh,1.921257235,0.51996463,7.99021865,2.024209003,22.4261254,5.941826367,59.21862701,59.22372026,67.31573312,69.43063023,2488,38,"274,289",17.8,323112,N/A,N/A
2021,IN,IN-LD,Lakshadweep,7.920126984,1.452936508,9.558928571,1.671388889,11.65265079,1.943738095,98.69731746,95.95424603,107.6793968,106.3164365,1008,31,"64,473",6.3,68535,N/A,N/A
2021,IN,IN-MH,Maharashtra,0.004180822,0.003326027,23.90597534,15.92391781,1438.825304,977.5547041,22.79613699,22.7938411,23.77508219,23.77583562,2920,27,"112,374,333",16,130354226,215233,"31,080,218.70"
2021,IN,IN-ML,Meghalaya,0.040654795,0.011046575,15.64315068,10.72966849,161.4449808,127.872863,116.8341644,116.8127781,115.501537,115.5556849,2920,17,"2,966,889",27.9,3794651,103335,"387,847.00"
2021,IN,IN-MN,Manipur,0.021961644,0.006821918,10.64789315,5.301191781,170.2669041,131.6120329,115.4355671,115.4811507,114.1580027,114.1079342,2920,14,"2,855,794",24.5,3555464,91560,"365,944.70"
2021,IN,IN-MP,Madhya Pradesh,0.009441096,0.005216438,25.51381096,16.1392274,539.3296356,383.1359452,61.19216164,61.19695616,61.62657808,61.63381644,2920,23,"72,626,809",20.3,87370051,121594,"11,361,371.90"
2021,IN,IN-MZ,Mizoram,0.061172603,0.015041096,21.19003288,13.82905479,184.0424466,133.1533644,85.50844932,85.50646027,86.58201644,86.67125205,2920,15,"1,097,206",23.5,1355049,198962,"278,235.00"
2021,IN,IN-NL,Nagaland,0.075739726,0.017484932,17.49438904,10.82281644,110.4420959,90.06973973,106.2626,106.3670438,106.3871041,106.2863781,2920,13,"1,978,502",-0.6,1966631,125887,"319,125.40"
2021,IN,IN-PB,Punjab,0.012380822,0.005786301,28.45011781,18.8485589,749.8664466,545.8665671,34.23453973,34.23286575,36.1188411,36.10789315,2920,3,"27,743,338",13.89,31596888,168705,"6,142,267.60"
2021,IN,IN-PY,Puducherry,0.034726027,0.007972603,27.06223562,19.30914795,358.6175918,297.9344247,39.44051781,39.44219452,41.93872329,41.94727945,2920,34,"1,247,953",28.1,1598628,251344,"442,378.60"
2021,IN,IN-RJ,Rajasthan,0.008131507,0.004945205,25.32413151,16.49718082,618.2542712,480.5453562,47.54834795,47.54630685,48.80608767,48.8137726,2920,8,"68,548,437",21.3,83149254,135962,"12,181,934.50"
2021,IN,IN-SK,Sikkim,0.05340274,0.013879452,19.21148219,12.82233699,183.0196932,146.385189,84.5429589,84.5383863,84.82301918,84.83883288,2920,11,"610,577",12.9,689341,463509,"375,574.00"
2021,IN,IN-TN,Tamil Nadu,0.007493151,0.004268493,30.80668219,20.60254247,1187.805247,1198.043332,26.51512329,26.5164274,27.71912603,27.72102466,2920,33,"72,147,030",15.6,83401967,242253,"20,712,861.60"
2021,IN,IN-TR,Tripura,0.049145205,0.013558904,21.96589589,16.20093151,202.4489315,159.9794411,88.99575068,89.02306301,89.14828219,89.15080274,2920,16,"3,673,917",14.8,4217657,137472,"625,504.40"
2021,IN,IN-UP,Uttar Pradesh,0.0062,0.003967123,28.34136438,18.27204658,840.2317178,743.8299589,36.87553973,36.88050411,38.96301096,38.96324384,2920,9,"199,812,341",20.2,240174434,73048,"19,745,315.50"
2021,IN,IN-WB,West Bengal,0.009227397,0.0048,24.46262192,16.51917534,547.1701315,482.7726548,70.66045753,70.65963836,71.57740274,71.58767397,2920,19,"91,276,115",13.8,103872219,124798,"13,639,258.60"
