GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests
25001,Barnstable County,48.94603797812784,11.086378798166693,41.163673184173476,763.5
25003,Berkshire County,32.10736550588038,8.582075476689472,55.3894566005559,435.75
25005,Bristol County,51.71737773673577,12.396469440172783,42.1937450822631,1855.5
25007,Dukes County,41.46925727923066,9.43306243650672,50.71309110418014,105.25
25009,Essex County,44.45367480194663,13.085059129677457,40.46045925988762,2841.0
25011,Franklin County,27.602924905635014,7.635822116972008,55.1538499728517,134.0
25013,Hampden County,35.148830016374035,10.603929759978143,46.38047744398977,2006.75
25015,Hampshire County,34.921055214891794,10.280902871915899,47.400603195550666,355.5
25017,Middlesex County,48.11602656128842,13.872075491674096,42.92171079825129,7584.5
25019,Nantucket County,70.38808560341472,13.890843616436243,45.89826039485828,89.25
25021,Norfolk County,86.17244603750294,16.645058903653553,37.71791535676089,4612.0
25023,Plymouth County,45.66619828933169,11.667465866354943,44.374183747093014,1200.75
25025,Suffolk County,88.16400659411664,16.812075059035017,42.06869712765351,5975.25
25027,Worcester County,80.37749266621907,14.848154723482004,41.354666471732386,3170.5
