GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests
06001,Alameda County,242.03674142692083,85.80247904150069,14.245209694883435,126585.25
06003,Alpine County,75.98252030160414,12.872191643360294,48.30896893068552,456.25
06005,Amador County,61.83109572219223,12.395407260738313,50.15893892498627,2695.25
06007,Butte County,203.94285726743868,29.95723045185403,32.20938591577066,8997.75
06009,Calaveras County,91.98568228226124,9.636046408826141,50.503787364946554,4480.25
06011,Colusa County,127.50515119010802,67.33876707647386,72.39595830442923,1086.75
06013,Contra Costa County,249.71755100376907,57.492834799489955,15.87786974280613,79156.5
06015,Del Norte County,149.46127112940636,13.194096543029566,33.5043526644833,1314.25
06017,El Dorado County,158.8731914851679,24.050557098731893,39.669001096031046,20459.25
06019,Fresno County,225.0416321004037,49.83092668962361,24.893059831294565,42651.5
06021,Glenn County,147.99388908782754,14.433911738441537,38.210511903952074,948.25
06023,Humboldt County,200.0559330802263,21.44774834540175,34.63329802242046,8414.75
06025,Imperial County,167.28488494864706,16.05785272156826,28.82707242923032,8331.75
06027,Inyo County,74.43809784365811,12.82245282531763,44.700225371042734,1586.0
06029,Kern County,206.70884829815787,47.78333506756306,25.755018460784832,51366.25
06031,Kings County,245.88167332123422,31.921174535596826,26.223372434957472,5151.25
06033,Lake County,140.86431351441362,22.649728452229777,60.07074329444914,3606.75
06035,Lassen County,90.97928788413441,10.216790350048116,59.40702430463702,2042.5
06037,Los Angeles County,227.4023161321066,63.879145477024835,16.103531405654827,733201.25
06039,Madera County,148.35628213796952,21.41822492232337,34.59490440268549,7616.25
06041,Marin County,227.63032381726782,48.376071456029806,18.253113953882618,19701.0
06043,Mariposa County,38.11386905010959,6.545655983565759,111.01783893463177,2821.0
06045,Mendocino County,91.97076055398969,9.746204187683253,64.8622302193641,5882.5
06047,Merced County,210.228339721884,39.306095817448494,26.309334005744713,9217.25
06049,Modoc County,58.034970552664134,11.815162736751144,57.58083309457298,520.5
06051,Mono County,144.92537802868767,32.38252024090801,33.23768451954753,2914.75
06053,Monterey County,197.77412819040958,37.98387767525357,27.490897562497622,22549.25
06055,Napa County,191.88889190288867,33.11333019399406,30.85283946141992,9608.5
06057,Nevada County,137.48549339479308,32.132246797555375,48.1635182496223,12907.75
06059,Orange County,222.7545625906653,62.021549783911524,14.17464755737608,253425.5
06061,Placer County,182.3855904687281,52.566006730172006,23.731368988917858,41410.25
06063,Plumas County,53.033933900424984,11.326288813617639,75.22235223265523,3142.5
06065,Riverside County,230.559976228522,75.91700351909725,18.682291094799417,153138.25
06067,Sacramento County,233.51253338578573,54.23385522530177,15.839238992261254,87267.75
06069,San Benito County,170.06114186867623,32.53374392505253,35.45751277165509,3391.25
06071,San Bernardino County,227.8644716906099,74.31657373339846,18.09356943686921,127786.5
06073,San Diego County,211.56212422618776,58.17009188363372,17.872773240871247,216144.0
06075,San Francisco County,224.54047533451535,91.49816496589978,13.018884699803392,78528.0
06077,San Joaquin County,240.08346455531952,46.28219003690564,21.833946947403184,38633.0
06079,San Luis Obispo County,156.75557341290374,23.352437728158584,23.021497717912887,20041.75
06081,San Mateo County,250.51864368107366,92.32376889395914,15.12636029441844,72502.25
06083,Santa Barbara County,207.12754417706708,41.36543828115145,25.88494573768972,27614.75
06085,Santa Clara County,237.123433632646,61.15057437444319,15.415103009018189,182379.0
06087,Santa Cruz County,184.1392968155112,37.68042749902375,26.55878767838407,18695.5
06089,Shasta County,110.82519844247024,15.019506212747586,63.61232479120838,12157.0
06091,Sierra County,51.281271185494006,7.575500563622814,107.15343707365365,664.25
06093,Siskiyou County,99.56017391727136,18.858014748808117,35.43727053443886,3490.5
06095,Solano County,236.9820306935668,39.12435440278179,20.708844171503245,24024.75
06097,Sonoma County,202.27854489695923,42.397951588856266,26.932918851785736,31729.0
06099,Stanislaus County,220.25809333472682,33.41401383457722,23.885938402350366,24280.75
06101,Sutter County,229.41240914826471,25.056463555851906,23.7113344369047,3896.0
06103,Tehama County,101.17842531757123,9.184532148142551,71.82733910427093,3357.75
06105,Trinity County,53.814802079409716,6.3115385121878465,124.78722292070617,1101.75
06107,Tulare County,204.48011222046918,36.47001790357297,34.354334700605584,19729.5
06109,Tuolumne County,138.02886066245725,15.599260772958823,56.38136820733972,4752.5
06111,Ventura County,211.74494397674903,54.687704304222564,17.45210108065734,62510.0
06113,Yolo County,196.25506196671577,54.85063975923045,21.057402491045192,12127.25
06115,Yuba County,154.4934613096396,24.432507881165446,51.72589843621071,4399.5
