GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests
55001,Adams County,32.82887195864572,5.984751150086257,58.92072102210601,203.5
55003,Ashland County,110.48467326608184,15.787578477549593,50.188878581848414,90.75
55005,Barron County,161.48791848331464,16.73434546403673,44.94065462774731,303.75
55007,Bayfield County,55.32973006810432,8.945731655428968,58.843917112299465,80.75
55009,Brown County,134.13818486426905,13.973354443108558,41.72277745437249,2016.25
55011,Buffalo County,67.65226671378555,10.767071529430684,39.88262548582117,58.75
55013,Burnett County,99.55917984505368,12.983141628188658,52.38215247448744,219.75
55015,Calumet County,114.45247173230533,14.72706170220529,48.09691959235625,345.0
55017,Chippewa County,133.28499889410358,16.660986358413894,48.79802189214138,488.75
55019,Clark County,66.02472898621262,13.43963875191559,54.9541836359851,211.0
55021,Columbia County,85.10828472809997,15.339770394712206,50.781949677275094,351.0
55023,Crawford County,60.3214182922065,9.685816758843005,60.54508081755499,82.0
55025,Dane County,156.68249292923366,20.399216597408426,40.02981039497244,3410.25
55027,Dodge County,120.20747500360987,15.995518901929461,45.05434069343384,615.5
55029,Door County,69.54701575692438,11.555880697677896,50.877577909633324,436.0
55031,Douglas County,94.75599203304148,12.92015298680236,63.354315141269964,195.0
55033,Dunn County,74.17492247616987,11.746002352389441,52.490997885182395,246.75
55035,Eau Claire County,156.8046888995184,19.10633289540194,46.96851658664386,713.25
55037,Florence County,78.15040847288677,13.414555176767676,69.61463095870991,30.25
55039,Fond du Lac County,137.43319543311026,14.927776801189072,44.9453178823922,775.0
55041,Forest County,47.04795964950486,8.357097791590519,75.24594951687462,58.5
55043,Grant County,53.043443242797984,8.639485213548621,52.70513378622491,263.0
55045,Green County,103.4521126986754,13.204262882329372,43.88816820408351,247.0
55047,Green Lake County,78.53042957302776,6.73089261052845,53.432322552289605,161.5
55049,Iowa County,50.92556780932463,11.172474703735563,56.12412449074101,132.25
55051,Iron County,52.09876161882633,9.816054709638532,69.10112292318175,58.0
55053,Jackson County,75.51542741848674,10.931288820989096,54.214786762989455,155.0
55055,Jefferson County,97.76314122050096,15.924319971620495,39.859505296961224,661.0
55057,Juneau County,72.53296011318939,13.255474500415211,55.475543225256516,393.25
55059,Kenosha County,166.7765545185955,21.491036612481196,33.063644719374615,1043.5
55061,Kewaunee County,100.70702306710291,11.145751827084055,45.87161326366583,155.25
55063,La Crosse County,119.2523671215591,14.559807600918042,44.627428124380614,881.0
55065,Lafayette County,61.284517981075965,8.418162494390659,43.2146429348961,79.75
55067,Langlade County,52.15409381376278,8.644860024876037,44.1665495155546,163.25
55069,Lincoln County,91.82383428384887,9.247243546923755,54.40199599782933,246.25
55071,Manitowoc County,95.58242653437117,12.828789426982134,37.9360078178823,451.75
55073,Marathon County,45.839593684841134,8.719887546051035,54.374688340214774,837.5
55075,Marinette County,44.55038527761714,8.623481427190228,54.18158732091563,527.25
55077,Marquette County,42.341903728405754,6.964593614944318,64.12884197253331,155.25
55078,Menominee County,53.290457761818494,11.987242936939268,49.81466205141477,17.75
55079,Milwaukee County,230.08115478288371,22.05794006901278,33.55492438043518,6166.25
55081,Monroe County,75.16799320077244,9.269554992917625,51.29717734754207,336.75
55083,Oconto County,74.36273000851986,14.518763860856566,43.715358030335224,300.25
55085,Oneida County,80.58770140991166,10.100119024893475,59.29691480536778,318.75
55087,Outagamie County,171.6381790845154,17.175550338725238,41.3804154758949,1342.5
55089,Ozaukee County,242.95617007345317,19.64475273664443,29.96917851763463,557.25
55091,Pepin County,88.62030817099568,13.753827786796537,44.04971590909091,27.25
55093,Pierce County,109.69586462244011,16.352750427749932,53.239479401940656,319.0
55095,Polk County,141.82810269675704,15.234881367582425,46.89265748347219,1628.75
55097,Portage County,61.64895956822288,11.28898632514426,50.24453446923843,600.5
55099,Price County,88.62460403191761,8.147718200258932,55.0921011312483,209.25
55101,Racine County,177.04274986202037,18.095875578773537,34.88159467204197,958.0
55103,Richland County,46.95552866588085,7.216681008730718,74.34291398201282,65.75
55105,Rock County,131.31825255825277,14.196674393117899,42.59303789160229,902.75
55107,Rusk County,122.23206493001047,14.718604485707743,51.87652717817896,124.5
55109,St. Croix County,192.41413768076436,25.869797463416596,44.64000230654099,800.5
55111,Sauk County,102.59304486925721,13.859039054223924,50.37731966381686,555.75
55113,Sawyer County,103.83009122954454,12.081887513544629,47.93710566658048,145.25
55115,Shawano County,84.98712543089746,12.326468386968473,55.59754532800031,308.5
55117,Sheboygan County,111.61841096775431,11.820486286223073,39.62664557324969,755.25
55119,Taylor County,105.6770872048881,11.439171124200666,54.5642976674613,205.5
55121,Trempealeau County,101.81140622263658,12.181999093293618,55.91342683803984,117.0
55123,Vernon County,65.68803062413154,10.933065461440481,49.26165718255806,88.0
55125,Vilas County,51.38867613995203,6.140132085680122,74.94684440970063,261.5
55127,Walworth County,120.33237832628987,16.72730797291669,37.547038355913244,633.5
55129,Washburn County,113.09879836584992,15.976398829840148,58.0409956145823,173.0
55131,Washington County,196.6627557849341,18.03946818421845,34.89927563664822,851.0
55133,Waukesha County,228.22916658499167,19.885628963575932,30.169003987553303,2970.75
55135,Waupaca County,81.75600665472447,11.43386686434344,51.10530746383257,302.5
55137,Waushara County,72.36116205014395,10.667174185909605,59.36981405374415,251.0
55139,Winnebago County,159.55682728602164,16.858653166128526,40.98863617291525,1348.0
55141,Wood County,67.6516894806906,13.939247253087466,49.35226089301023,485.25
