year,country,state,state_name,city,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled
2022,IN,IN-AN,Andaman and Nicobar Islands,Diglipur,4.0869999999999989,0.21018181818181814,6.0384090909090924,0.35318181818181804,8.0150909090909082,0.48818181818181816,56.217136363636335,66.710681818181783,76.896318181818131,78.066090909090917,176
2022,IN,IN-AN,Andaman and Nicobar Islands,Haddo,4.1966280487804895,2.9513231707317087,14.643756097560981,9.9104390243902536,33.983847560975661,23.422499999999978,84.0371890243903,84.15284146341466,80.301506097560932,80.461396341463427,1312
2022,IN,IN-AN,Andaman and Nicobar Islands,Port Blair,0.729119883040934,0.43729532163742624,27.687233918128712,22.435532163742717,191.55161111111096,147.68995321637453,54.208391812865457,54.2057485380117,59.762750733137793,59.701513196480953,2736
2022,IN,IN-AN,Andaman and Nicobar Islands,Rangat,6.8989626168224225,4.0597383177570272,33.964883177570059,27.508359813084144,86.0469719626166,65.036644859813066,51.433121495327086,51.385658878504614,55.972602803738283,55.953149532710334,1712
2022,IN,IN-AN,Andaman and Nicobar Islands,Shadipur,3.6880600000000059,2.7410300000000039,24.808980000000005,21.786079999999984,68.783410000000018,58.465799999999994,53.470450000000021,53.648069999999954,56.5820707070707,55.811767676767694,800
2022,IN,IN-AP,Andhra Pradesh,Abbavaram,4.4172325581395313,2.2624418604651182,34.515662790697668,24.435604651162787,98.030360465116289,68.976604651162759,33.255430232558155,32.597906976744156,36.348093023255849,36.219476744186018,688
2022,IN,IN-AP,Andhra Pradesh,Abburu,3.9824166666666656,1.1734027777777767,19.866472222222214,17.29193055555556,41.885875000000027,42.272305555555526,56.700958333333389,56.664861111111065,48.969902777777762,48.804222222222194,576
2022,IN,IN-AP,Andhra Pradesh,Adamilli,4.2853125000000016,2.2567500000000016,14.161999999999995,3.6271875000000007,25.154062499999988,5.6834374999999993,55.684937500000011,56.232937499999977,36.6760625,35.5163125,128
2022,IN,IN-AP,Andhra Pradesh,Adavaram,6.0951874999999962,4.4318125000000013,13.330624999999996,6.4261874999999993,23.0829375,9.195375,56.832624999999993,57.012125000000012,43.186562500000022,43.297000000000025,128
2022,IN,IN-AP,Andhra Pradesh,Adavikolanu,16.245124999999998,1.684,42.270374999999994,20.157875,78.53562500000001,52.358875000000012,24.58475,25.74875,26.3245,26.892874999999997,64
2022,IN,IN-AP,Andhra Pradesh,Addalamarri,6.956999999999999,0.98549999999999993,7.5005000000000006,0.98549999999999993,8.044,0.98549999999999993,47.4405,49.303000000000004,52.979499999999994,55.443499999999986,16
2022,IN,IN-AP,Andhra Pradesh,Addanki,10.320740863787353,5.23792691029903,45.964920265780634,32.49418936877079,132.20777740863798,99.748049833887038,26.835312292358779,26.496784053156119,28.728206666666658,28.448179999999997,2408
2022,IN,IN-AP,Andhra Pradesh,Adduru,7.1066756756756737,7.8929459459459483,35.327945945945913,27.865756756756756,88.008081081081073,69.897675675675714,40.169918918918931,40.593432432432429,42.249459459459473,41.458405405405394,296
2022,IN,IN-AP,Andhra Pradesh,Adoni,0.80065337423313021,0.12055828220858901,36.554843558282222,26.279819018404943,144.89269938650304,110.17589263803683,40.430785276073578,40.242846625766923,43.126453987730066,43.356128834355843,2608
2022,IN,IN-AP,Andhra Pradesh,Adusumalli,7.9153931623931539,6.2857264957264922,18.589512820512827,12.438623931623946,30.801572649572684,20.891752136752125,45.35739316239318,49.54825641025645,58.968870689655105,52.704198275862119,936
2022,IN,IN-AP,Andhra Pradesh,Agaram,3.8825000000000003,1.8564999999999994,5.8224999999999989,2.0557499999999997,8.70725,2.2552499999999998,46.7725,46.7725,34.457999999999991,34.457999999999991,32
2022,IN,IN-AP,Andhra Pradesh,Agnigundala,1.8468620689655171,1.6825689655172407,10.668999999999993,5.82313793103448,24.6773103448276,13.016551724137932,54.675120689655145,55.676637931034477,47.655603448275855,48.669137931034484,464
2022,IN,IN-AP,Andhra Pradesh,Aguru,10.1041,3.668687499999999,12.224475000000005,4.7618374999999933,15.370987500000002,6.2170499999999995,41.534337499999992,42.24428749999997,49.813587500000011,54.009824999999992,640
2022,IN,IN-AP,Andhra Pradesh,Aibhimavaram,1.1452812500000014,0.90050000000000008,10.072218749999998,4.700093749999998,30.115500000000004,13.251531250000001,81.915468750000016,78.855624999999947,82.960312500000057,84.873343749999989,256
2022,IN,IN-AP,Andhra Pradesh,Ajjaram,9.8014999999999972,8.3727999999999927,39.454846666666668,29.559673333333361,98.0477799999999,74.515613333333391,33.8193333333333,31.4487,40.59327333333335,35.943233333333367,1200
2022,IN,IN-AP,Andhra Pradesh,Akividu,4.4173725490196079,8.96996078431373,13.473137254901959,13.169019607843145,23.959078431372557,18.876941176470595,36.530411764705867,36.35327450980391,57.667450980392196,58.710764705882411,408
2022,IN,IN-AP,Andhra Pradesh,Akkacheruvu,15.792477987421362,8.24523270440249,28.69791823899374,18.236742138364768,45.403572327043996,31.085339622641492,39.831937106918183,39.21516352201256,41.152270440251655,41.420314465408843,1272
2022,IN,IN-AP,Andhra Pradesh,Akkampeta,4.6092350427350413,1.4968931623931652,27.74846153846153,15.680594017094005,75.820405982905754,43.197239316239404,49.322179487179554,49.101576923076884,46.92499145299147,47.55725641025645,1872
2022,IN,IN-AP,Andhra Pradesh,Akkapalem,17.0245,12.500499999999999,18.861250000000005,12.53025,20.698000000000008,12.560249999999998,23.882,23.882,32.727666666666657,32.727666666666657,32
