year,geoid,state,state_name,county,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,number_of_measurements
2020,29001,29,Missouri,Adair,4.0247178082191759,0.94821643835616443,63.235991780822054,11.309128767123314,194.69597808219206,39.048126027397267,44.553145205479566,44.635775342465749,45.8019534246574,45.700945205479385,2920
2020,29003,29,Missouri,Andrew,19.799782729805077,15.349690807799419,81.62487186629518,77.505005571030722,195.55925626740935,193.25417827298074,33.617568245125341,33.723537604456823,34.042721448467915,34.062495821727019,2872
2020,29005,29,Missouri,Atchison,9.9641428571428587,3.1874058441558395,18.2337792207792,7.6356785714285706,29.924834415584492,15.248298701298694,46.065753246753175,46.010266233766124,49.117603896103986,46.158305194805095,2464
2020,29007,29,Missouri,Audrain,5.6775506849315125,1.5390712328767122,95.4333917808219,50.044232876712442,330.35827671232823,248.19297534246576,24.62084109589048,24.649879452054769,25.210641095890377,25.305967123287679,2920
2020,29009,29,Missouri,Barry,2.6423306010928966,1.1453934426229491,65.270918032786753,43.518557377049149,236.53014754098328,204.64117759562822,43.677038251365978,43.586374316939981,45.507456284152973,45.083019125683109,2928
2020,29011,29,Missouri,Barton,3.879232558139539,1.8649069767441895,12.997898255813999,7.4767354651163007,33.698654069767464,23.081017441860457,38.708005813953413,39.011119186046464,42.061005813953543,42.541636627906968,2752
2020,29013,29,Missouri,Bates,16.171159883720986,6.035747093023252,58.619997093023244,21.840895348837179,139.22038662790709,56.93997965116278,41.41431976744186,41.428247093023252,42.095372093023229,41.603005813953558,2752
2020,29015,29,Missouri,Benton,3.3861666666666741,1.8487944444444417,42.020011111111053,31.427330555555539,149.32126944444462,120.78935833333341,49.017227777777741,48.571780555555428,47.842933333333377,47.725847222222129,2880
2020,29017,29,Missouri,Bollinger,9.96679741379311,2.4542887931034461,15.397362068965522,5.3474870689655152,22.529818965517219,10.596987068965497,54.1280603448276,55.696211206896493,56.602275862069014,55.99042672413794,1856
2020,29019,29,Missouri,Boone,0.049920765027322331,0.016008196721311478,57.821461748633787,20.723448087431755,625.16106557377054,594.067530054646,42.839808743169421,42.837221311475439,43.879199453551919,43.884180327868904,2928
2020,29021,29,Missouri,Buchanan,0.561139344262295,0.15925136612021867,93.094904371584619,23.829885245901696,487.51621311475441,194.33183879781456,29.278092896174911,29.214005464480863,30.60227049180326,30.662243169398867,2928
2020,29023,29,Missouri,Butler,1.0164754098360662,0.30659562841530025,44.649054644808629,12.237527322404359,225.98523224043703,82.7680464480875,45.417967213114544,45.392112021857734,46.497931693989223,46.474560109289477,2928
2020,29025,29,Missouri,Caldwell,7.3778498498498584,2.0959219219219243,19.552189189189221,6.0645285285285242,42.779330330330282,15.073207207207194,51.598165165165121,53.406804804804757,53.8150810810811,54.394717717717704,2664
2020,29027,29,Missouri,Callaway,3.0651202185792341,1.0406885245901651,116.0148743169399,62.612721311475347,481.16032240437124,342.90399726775945,25.195806010928965,25.215183060109265,26.033221311475366,25.996163934426207,2928
2020,29029,29,Missouri,Camden,0.61983060109289823,0.19380874316939861,74.440893442622865,26.268368852459069,393.84479508196642,272.22392622950855,26.990754098360654,26.951650273224015,27.186248633879792,27.201928961748624,2928
2020,29031,29,Missouri,Cape Girardeau,0.66669125683060027,0.19778142076502747,75.348090163934245,16.931371584699445,412.73803551912579,230.237172131148,25.278483606557355,25.281991803278682,25.369535519125588,25.419959016393435,2928
2020,29033,29,Missouri,Carroll,21.999935975609795,4.7974298780487805,51.412082317073285,13.829564024390203,96.557841463414576,29.156140243902414,52.962963414634181,51.886457317073145,43.5350731707318,43.626207317073181,2624
2020,29035,29,Missouri,Carter,37.553861198738204,34.030302839116715,51.094725552050491,46.838899053627649,66.698842271293273,62.215429022082013,67.412403785489161,67.820268138801168,13610.4712933754,13611.974264984212,2536
2020,29037,29,Missouri,Cass,0.27819398907103726,0.091270491803278717,66.352327868852342,24.187360655737653,510.27376502732204,350.34206010928955,40.923849726775913,40.970994535519154,42.836530054644726,42.826434426229547,2928
2020,29039,29,Missouri,Cedar,8.892008498583575,3.6790509915014109,37.986609065155712,12.611623229461756,93.950509915014152,29.62837110481583,39.051810198300309,38.453971671388118,45.291767705382554,44.253654390934884,2824
2020,29041,29,Missouri,Chariton,31.968035256410232,25.415301282051331,69.712352564102659,52.11790705128211,125.14919551282044,91.2548749999998,30.643108974359009,30.881326923076962,32.199554487179512,36.059490384615394,2496
2020,29043,29,Missouri,Christian,0.18888251366120207,0.057461748633879775,45.59513114754099,14.374461748633875,364.35529781420803,229.7028224043714,54.533254098360672,54.589330601092975,56.290546448087539,56.261286885245944,2928
2020,29045,29,Missouri,Clark,23.073981818181824,20.911013636363638,30.472077272727262,27.667404545454534,38.979168181818217,35.477368181818171,41.153804545454641,41.887468181818221,45.869763636363658,42.930159090909093,1760
2020,29047,29,Missouri,Clay,0.1467021857923502,0.0381967213114755,94.685191256830493,54.827581967213035,719.80986612021809,658.594215846995,39.37162295081967,39.362068306010976,40.743150273224174,40.729989071038283,2928
2020,29049,29,Missouri,Clinton,4.4149508196721357,2.1275109289617462,63.248273224043636,61.470666666666631,234.84336885245938,251.53402732240437,44.358653005464618,44.492112021857842,44.687319672131188,44.634571038251288,2928
2020,29051,29,Missouri,Cole,0.09941256830601089,0.0356420765027323,40.16328142076506,15.917049180327885,440.54534426229492,378.8388114754099,53.560418032786885,53.500603825136629,54.592972677595569,54.68265300546453,2928
