NAME,B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state,county,tract,block group
Block Group 2; Census Tract 3553.09; Contra Costa County; California,1287,,327,,655,,186,,2,,17,,51,,48,,63,,64,,0,,13,,0,,13,,0,,13,,27,,36,,0,,13,,38,,46,,6,,41,,37,,39,,48,,47,,34,,42,,89,,64,,98,,75,,28,,45,,48,,42,,36,,46,,0,,13,,43,,37,,0,,13,,0,,13,,7,,15,,632,,193,,0,,13,,76,,71,,64,,58,,15,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,34,,35,,43,,46,,41,,45,,120,,70,,89,,68,,36,,40,,17,,28,,25,,37,,25,,29,,0,,13,,0,,13,,29,,45,,18,,32,,1500000US060133553092,Block Group 2; Census Tract 3553.09; Contra Costa County; California,06,013,355309,2
Block Group 3; Census Tract 3720; Contra Costa County; California,1465,,729,,703,,340,,91,,95,,60,,82,,0,,13,,58,,89,,13,,25,,0,,13,,45,,77,,0,,13,,49,,82,,21,,35,,60,,79,,59,,64,,17,,27,,54,,81,,109,,90,,28,,32,,39,,65,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,762,,496,,0,,13,,135,,178,,0,,13,,0,,13,,62,,91,,0,,13,,0,,13,,0,,13,,0,,13,,33,,41,,79,,85,,17,,28,,112,,115,,16,,26,,275,,329,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,33,,53,,1500000US060133720003,Block Group 3; Census Tract 3720; Contra Costa County; California,06,013,372000,3
Block Group 1; Census Tract 3910; Contra Costa County; California,913,,186,,468,,124,,17,,25,,75,,43,,75,,55,,15,,21,,0,,13,,0,,13,,0,,13,,12,,15,,0,,13,,0,,13,,10,,14,,44,,36,,79,,37,,18,,20,,40,,31,,0,,13,,0,,13,,11,,16,,20,,22,,43,,32,,0,,13,,9,,13,,0,,13,,445,,95,,10,,15,,54,,39,,24,,22,,23,,21,,3,,7,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,10,,15,,66,,39,,49,,36,,16,,20,,40,,31,,0,,13,,9,,13,,0,,13,,20,,22,,26,,23,,11,,18,,61,,56,,23,,24,,1500000US060133910001,Block Group 1; Census Tract 3910; Contra Costa County; California,06,013,391000,1
Block Group 2; Census Tract 3381.01; Contra Costa County; California,818,,551,,516,,384,,167,,220,,6,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,42,,66,,24,,33,,0,,13,,0,,13,,19,,29,,0,,13,,33,,35,,33,,36,,9,,13,,9,,14,,108,,157,,32,,35,,17,,26,,0,,13,,17,,25,,302,,176,,0,,13,,5,,13,,14,,22,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,140,,171,,0,,13,,8,,14,,1,,4,,0,,13,,0,,13,,26,,24,,0,,13,,16,,21,,17,,26,,0,,13,,20,,26,,16,,24,,20,,26,,19,,26,,1500000US060133381012,Block Group 2; Census Tract 3381.01; Contra Costa County; California,06,013,338101,2
Block Group 1; Census Tract 3390.03; Contra Costa County; California,2353,,460,,1225,,283,,73,,62,,23,,32,,20,,49,,1,,14,,0,,13,,0,,13,,0,,13,,10,,21,,254,,189,,231,,169,,31,,34,,169,,134,,69,,52,,69,,51,,68,,53,,51,,66,,16,,26,,14,,24,,34,,39,,17,,26,,34,,34,,41,,45,,0,,13,,1128,,309,,49,,57,,12,,20,,16,,25,,13,,17,,131,,162,,2,,17,,0,,13,,48,,72,,117,,63,,189,,107,,43,,59,,112,,118,,23,,32,,33,,35,,43,,39,,26,,28,,0,,13,,15,,23,,30,,34,,18,,28,,33,,35,,92,,76,,83,,69,,1500000US060133390031,Block Group 1; Census Tract 3390.03; Contra Costa County; California,06,013,339003,1
Block Group 1; Census Tract 3511.03; Contra Costa County; California,810,,139,,309,,78,,0,,13,,0,,13,,9,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,10,,16,,9,,13,,10,,16,,0,,13,,13,,20,,24,,22,,25,,23,,27,,20,,49,,32,,42,,31,,91,,44,,501,,100,,0,,13,,0,,13,,0,,13,,0,,13,,1,,2,,0,,13,,0,,13,,0,,13,,18,,28,,1,,3,,0,,13,,8,,12,,0,,13,,16,,17,,23,,26,,17,,20,,18,,20,,27,,23,,36,,28,,89,,35,,69,,34,,62,,32,,116,,66,,1500000US060133511031,Block Group 1; Census Tract 3511.03; Contra Costa County; California,06,013,351103,1
Block Group 1; Census Tract 3551.07; Contra Costa County; California,2039,,511,,912,,247,,10,,15,,32,,48,,24,,35,,43,,55,,39,,46,,0,,13,,0,,13,,61,,63,,36,,38,,51,,42,,16,,24,,86,,60,,39,,55,,151,,71,,66,,52,,41,,43,,109,,79,,0,,13,,42,,34,,33,,32,,6,,10,,27,,40,,0,,13,,1127,,307,,0,,13,,15,,19,,97,,68,,57,,54,,112,,82,,41,,57,,0,,13,,71,,65,,38,,52,,35,,54,,89,,54,,78,,58,,16,,25,,174,,96,,12,,20,,59,,45,,98,,75,,0,,13,,53,,36,,51,,37,,31,,33,,0,,13,,0,,13,,1500000US060133551071,Block Group 1; Census Tract 3551.07; Contra Costa County; California,06,013,355107,1
Block Group 1; Census Tract 3552.02; Contra Costa County; California,1204,,676,,618,,416,,278,,255,,29,,47,,43,,67,,0,,13,,0,,13,,62,,97,,0,,13,,0,,13,,28,,43,,0,,13,,72,,111,,52,,82,,0,,13,,22,,37,,0,,13,,12,,21,,0,,13,,0,,13,,20,,33,,0,,13,,0,,13,,0,,13,,0,,13,,586,,315,,75,,113,,0,,13,,0,,13,,101,,149,,0,,13,,0,,13,,0,,13,,11,,19,,15,,25,,27,,43,,176,,158,,49,,79,,22,,36,,31,,50,,11,,19,,0,,13,,16,,33,,19,,32,,0,,13,,0,,13,,33,,46,,0,,13,,0,,13,,1500000US060133552021,Block Group 1; Census Tract 3552.02; Contra Costa County; California,06,013,355202,1
Block Group 4; Census Tract 3580; Contra Costa County; California,1777,,562,,878,,261,,53,,60,,34,,37,,78,,50,,88,,91,,36,,54,,0,,13,,0,,13,,90,,69,,65,,63,,115,,82,,99,,60,,8,,13,,22,,32,,69,,56,,23,,35,,16,,25,,24,,41,,20,,32,,0,,13,,0,,13,,28,,26,,0,,13,,10,,15,,899,,388,,98,,77,,77,,67,,63,,64,,0,,13,,25,,32,,24,,31,,0,,13,,31,,50,,0,,13,,53,,45,,148,,89,,116,,96,,30,,39,,29,,42,,15,,24,,0,,13,,28,,45,,77,,58,,0,,13,,10,,17,,36,,40,,0,,13,,39,,53,,1500000US060133580004,Block Group 4; Census Tract 3580; Contra Costa County; California,06,013,358000,4
Block Group 2; Census Tract 3451.12; Contra Costa County; California,1581,,640,,851,,382,,46,,69,,36,,40,,146,,156,,0,,13,,30,,47,,0,,13,,0,,13,,44,,50,,127,,86,,35,,56,,115,,91,,19,,28,,35,,46,,120,,134,,60,,57,,0,,13,,0,,13,,0,,13,,0,,13,,15,,25,,0,,13,,23,,22,,0,,13,,730,,293,,36,,58,,132,,84,,77,,104,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,112,,89,,0,,13,,156,,88,,44,,48,,66,,89,,37,,45,,18,,28,,0,,13,,17,,27,,0,,13,,17,,28,,0,,13,,18,,29,,0,,13,,0,,13,,1500000US060133451122,Block Group 2; Census Tract 3451.12; Contra Costa County; California,06,013,345112,2
Block Group 1; Census Tract 3740; Contra Costa County; California,1100,,376,,557,,224,,44,,46,,8,,16,,101,,57,,0,,13,,19,,20,,0,,13,,0,,13,,39,,60,,46,,60,,34,,35,,15,,17,,56,,28,,66,,61,,33,,26,,21,,32,,0,,13,,24,,37,,11,,17,,16,,18,,0,,13,,7,,12,,17,,19,,0,,13,,543,,181,,38,,32,,62,,51,,40,,38,,0,,13,,0,,13,,0,,13,,0,,13,,29,,46,,69,,56,,59,,56,,17,,21,,80,,55,,41,,40,,8,,12,,0,,13,,23,,34,,8,,14,,8,,12,,0,,13,,15,,17,,0,,13,,0,,13,,46,,60,,1500000US060133740001,Block Group 1; Census Tract 3740; Contra Costa County; California,06,013,374000,1
Block Group 3; Census Tract 3500; Contra Costa County; California,1582,,423,,791,,255,,50,,58,,40,,50,,0,,13,,25,,33,,61,,63,,0,,13,,0,,13,,26,,40,,20,,31,,15,,26,,40,,38,,19,,31,,11,,20,,89,,65,,125,,65,,8,,17,,0,,13,,41,,58,,47,,47,,70,,53,,57,,44,,0,,13,,47,,74,,791,,234,,0,,13,,35,,49,,0,,13,,57,,61,,64,,60,,0,,13,,0,,13,,0,,13,,7,,23,,22,,27,,43,,44,,17,,28,,48,,47,,82,,65,,50,,49,,17,,26,,59,,55,,83,,93,,39,,40,,79,,61,,26,,31,,36,,47,,27,,33,,1500000US060133500003,Block Group 3; Census Tract 3500; Contra Costa County; California,06,013,350000,3
Block Group 3; Census Tract 3700; Contra Costa County; California,943,,438,,503,,261,,55,,86,,0,,13,,0,,13,,41,,39,,25,,34,,0,,13,,0,,13,,0,,13,,7,,12,,71,,65,,63,,55,,24,,32,,80,,83,,21,,32,,0,,13,,41,,41,,9,,12,,0,,13,,0,,13,,51,,47,,8,,14,,0,,13,,7,,14,,440,,194,,0,,13,,49,,76,,14,,19,,10,,17,,0,,13,,2,,9,,2,,6,,0,,13,,11,,24,,12,,21,,23,,26,,76,,83,,25,,32,,53,,53,,3,,5,,23,,32,,41,,35,,10,,12,,63,,44,,10,,17,,0,,13,,0,,13,,13,,16,,1500000US060133700003,Block Group 3; Census Tract 3700; Contra Costa County; California,06,013,370000,3
Block Group 2; Census Tract 3020.09; Contra Costa County; California,1272,,439,,604,,214,,0,,13,,50,,56,,5,,12,,33,,43,,64,,74,,0,,13,,0,,13,,60,,47,,25,,38,,29,,38,,37,,55,,55,,83,,0,,13,,24,,28,,66,,62,,6,,14,,73,,54,,20,,25,,0,,13,,32,,32,,0,,13,,11,,17,,14,,23,,668,,253,,37,,42,,59,,77,,10,,16,,46,,52,,35,,39,,0,,13,,10,,20,,0,,13,,37,,44,,5,,12,,46,,59,,72,,92,,32,,36,,25,,27,,86,,63,,32,,39,,43,,38,,26,,31,,12,,20,,55,,59,,0,,13,,0,,13,,0,,13,,1500000US060133020092,Block Group 2; Census Tract 3020.09; Contra Costa County; California,06,013,302009,2
Block Group 3; Census Tract 3220; Contra Costa County; California,2196,,512,,1048,,281,,63,,75,,64,,67,,100,,85,,13,,19,,0,,13,,0,,13,,22,,38,,22,,39,,21,,24,,30,,38,,124,,87,,23,,35,,135,,97,,100,,95,,42,,34,,16,,26,,53,,52,,38,,36,,36,,41,,19,,29,,4,,8,,28,,30,,95,,80,,1148,,300,,97,,78,,14,,21,,46,,67,,7,,14,,0,,13,,0,,13,,0,,13,,114,,90,,34,,33,,77,,61,,87,,74,,72,,58,,41,,46,,82,,97,,116,,66,,4,,6,,23,,29,,47,,43,,32,,37,,64,,45,,43,,38,,42,,47,,106,,100,,1500000US060133220003,Block Group 3; Census Tract 3220; Contra Costa County; California,06,013,322000,3
Block Group 1; Census Tract 3660.02; Contra Costa County; California,1326,,441,,688,,259,,83,,74,,41,,47,,61,,56,,57,,57,,25,,37,,0,,13,,23,,34,,27,,42,,7,,13,,38,,38,,69,,54,,44,,48,,47,,41,,48,,53,,19,,25,,10,,16,,21,,24,,0,,13,,42,,48,,10,,17,,0,,13,,0,,13,,16,,21,,638,,218,,38,,37,,41,,38,,19,,23,,48,,44,,20,,25,,0,,13,,0,,13,,50,,54,,57,,55,,35,,31,,59,,41,,77,,63,,34,,32,,45,,49,,20,,22,,8,,13,,0,,13,,0,,13,,19,,30,,0,,13,,43,,48,,25,,41,,0,,13,,1500000US060133660021,Block Group 1; Census Tract 3660.02; Contra Costa County; California,06,013,366002,1
Block Group 3; Census Tract 3020.07; Contra Costa County; California,2079,,951,,1225,,623,,105,,86,,271,,327,,114,,91,,64,,82,,0,,13,,39,,60,,0,,13,,38,,53,,0,,13,,18,,30,,59,,76,,141,,163,,31,,41,,99,,82,,50,,49,,12,,19,,0,,13,,103,,112,,18,,32,,48,,64,,0,,13,,15,,25,,0,,13,,854,,378,,138,,166,,24,,39,,22,,30,,0,,13,,17,,42,,41,,62,,0,,13,,0,,13,,21,,36,,117,,95,,93,,135,,82,,64,,30,,36,,23,,40,,58,,55,,68,,83,,28,,37,,0,,13,,0,,13,,79,,108,,0,,13,,0,,13,,13,,22,,1500000US060133020073,Block Group 3; Census Tract 3020.07; Contra Costa County; California,06,013,302007,3
Block Group 2; Census Tract 3230; Contra Costa County; California,1426,,289,,744,,177,,38,,41,,75,,63,,45,,36,,50,,60,,50,,64,,33,,38,,0,,13,,22,,24,,0,,13,,40,,31,,63,,46,,47,,54,,73,,42,,57,,57,,28,,28,,70,,47,,0,,13,,9,,13,,0,,13,,6,,9,,19,,21,,0,,13,,19,,21,,682,,156,,45,,32,,65,,59,,38,,43,,20,,15,,57,,52,,0,,13,,0,,13,,0,,13,,27,,30,,26,,23,,80,,59,,54,,43,,30,,25,,95,,81,,53,,59,,36,,38,,17,,17,,10,,16,,0,,13,,19,,21,,0,,13,,0,,13,,10,,17,,1500000US060133230002,Block Group 2; Census Tract 3230; Contra Costa County; California,06,013,323000,2
Block Group 1; Census Tract 3340.01; Contra Costa County; California,1924,,558,,966,,329,,67,,73,,99,,93,,0,,13,,0,,13,,56,,55,,0,,13,,0,,13,,49,,36,,39,,31,,24,,34,,155,,86,,101,,129,,19,,20,,81,,70,,49,,40,,15,,18,,7,,13,,6,,12,,114,,88,,28,,30,,23,,36,,11,,19,,23,,28,,958,,268,,66,,53,,29,,41,,37,,41,,17,,19,,8,,14,,0,,13,,0,,13,,0,,13,,32,,38,,48,,54,,117,,72,,146,,136,,27,,27,,30,,34,,54,,38,,76,,62,,71,,62,,0,,13,,33,,47,,31,,30,,60,,47,,46,,34,,30,,23,,1500000US060133340011,Block Group 1; Census Tract 3340.01; Contra Costa County; California,06,013,334001,1
Block Group 5; Census Tract 3373; Contra Costa County; California,614,,275,,309,,157,,19,,24,,68,,60,,0,,13,,22,,30,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,64,,46,,0,,13,,16,,28,,0,,13,,30,,35,,0,,13,,17,,29,,0,,13,,12,,21,,0,,13,,26,,31,,35,,42,,0,,13,,0,,13,,305,,135,,73,,64,,0,,13,,0,,13,,39,,38,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,49,,36,,0,,13,,15,,26,,6,,10,,19,,32,,0,,13,,0,,13,,30,,35,,0,,13,,63,,49,,0,,13,,0,,13,,0,,13,,11,,20,,1500000US060133373005,Block Group 5; Census Tract 3373; Contra Costa County; California,06,013,337300,5
Block Group 3; Census Tract 3462.04; Contra Costa County; California,2227,,527,,1138,,340,,19,,30,,72,,76,,144,,80,,24,,29,,0,,13,,0,,13,,0,,13,,0,,13,,44,,66,,0,,13,,24,,38,,65,,43,,262,,181,,34,,41,,17,,28,,57,,66,,104,,116,,7,,14,,51,,43,,74,,55,,97,,74,,43,,69,,0,,13,,1089,,243,,34,,56,,16,,25,,158,,90,,43,,45,,0,,13,,18,,31,,0,,13,,17,,31,,0,,13,,24,,40,,13,,21,,102,,59,,128,,84,,41,,43,,125,,110,,12,,19,,115,,83,,25,,28,,25,,30,,74,,58,,43,,42,,42,,68,,34,,56,,1500000US060133462043,Block Group 3; Census Tract 3462.04; Contra Costa County; California,06,013,346204,3
Block Group 2; Census Tract 3553.08; Contra Costa County; California,1590,,528,,734,,224,,0,,13,,41,,38,,77,,119,,74,,107,,0,,13,,0,,13,,12,,23,,23,,39,,40,,52,,0,,13,,15,,32,,22,,34,,149,,127,,36,,47,,54,,44,,31,,35,,70,,57,,13,,20,,24,,30,,0,,13,,38,,37,,15,,24,,0,,13,,856,,323,,0,,13,,0,,13,,129,,120,,52,,78,,12,,21,,25,,38,,0,,13,,52,,68,,0,,13,,16,,26,,16,,26,,136,,131,,119,,146,,47,,48,,102,,48,,15,,22,,54,,49,,0,,13,,30,,34,,18,,21,,0,,13,,9,,15,,24,,28,,1500000US060133553082,Block Group 2; Census Tract 3553.08; Contra Costa County; California,06,013,355308,2
Block Group 1; Census Tract 3570; Contra Costa County; California,1081,,284,,475,,161,,0,,13,,0,,13,,13,,21,,14,,20,,72,,89,,0,,13,,0,,13,,43,,50,,13,,24,,33,,35,,54,,45,,25,,38,,42,,41,,38,,42,,21,,25,,0,,13,,41,,29,,10,,16,,10,,15,,12,,19,,34,,44,,0,,13,,0,,13,,606,,166,,0,,13,,12,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,62,,53,,37,,34,,53,,27,,86,,68,,66,,54,,77,,64,,72,,56,,0,,13,,16,,21,,2,,4,,0,,13,,49,,59,,47,,47,,0,,13,,27,,30,,1500000US060133570001,Block Group 1; Census Tract 3570; Contra Costa County; California,06,013,357000,1
Block Group 3; Census Tract 3071.02; Contra Costa County; California,1594,,542,,714,,277,,60,,51,,80,,90,,29,,35,,9,,14,,0,,13,,0,,13,,0,,13,,51,,97,,52,,47,,104,,114,,89,,84,,55,,54,,0,,13,,55,,38,,40,,32,,26,,33,,15,,23,,22,,33,,0,,13,,19,,33,,0,,13,,0,,13,,8,,13,,880,,338,,0,,13,,20,,29,,117,,70,,47,,67,,28,,46,,31,,33,,38,,64,,0,,13,,34,,46,,85,,92,,52,,40,,63,,66,,12,,20,,115,,146,,10,,18,,33,,35,,40,,40,,26,,31,,92,,90,,25,,23,,12,,18,,0,,13,,0,,13,,1500000US060133071023,Block Group 3; Census Tract 3071.02; Contra Costa County; California,06,013,307102,3
Block Group 2; Census Tract 3310; Contra Costa County; California,1674,,614,,947,,411,,20,,33,,50,,51,,0,,13,,20,,34,,0,,13,,14,,40,,0,,13,,0,,13,,50,,71,,55,,86,,58,,65,,127,,115,,35,,51,,0,,13,,82,,71,,62,,68,,0,,13,,35,,38,,26,,28,,218,,304,,65,,67,,20,,35,,10,,23,,727,,257,,0,,13,,44,,78,,41,,45,,0,,13,,0,,13,,0,,13,,0,,13,,15,,41,,37,,42,,9,,20,,39,,43,,62,,55,,15,,23,,57,,66,,100,,61,,85,,90,,0,,13,,0,,13,,22,,34,,43,,41,,29,,48,,65,,65,,64,,74,,1500000US060133310002,Block Group 2; Census Tract 3310; Contra Costa County; California,06,013,331000,2
Block Group 1; Census Tract 3372.02; Contra Costa County; California,1410,,543,,954,,390,,166,,170,,42,,56,,40,,45,,44,,51,,0,,13,,84,,105,,0,,13,,84,,105,,94,,130,,44,,51,,0,,13,,47,,63,,39,,45,,79,,100,,124,,126,,0,,13,,0,,13,,16,,27,,33,,34,,0,,13,,0,,13,,18,,30,,0,,13,,456,,183,,44,,58,,42,,47,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,91,,136,,0,,13,,41,,55,,36,,41,,0,,13,,0,,13,,91,,96,,78,,108,,0,,13,,0,,13,,15,,22,,0,,13,,18,,30,,0,,13,,0,,13,,0,,13,,1500000US060133372021,Block Group 1; Census Tract 3372.02; Contra Costa County; California,06,013,337202,1
Block Group 2; Census Tract 3410; Contra Costa County; California,1926,,480,,853,,202,,73,,72,,49,,50,,14,,22,,40,,40,,0,,13,,0,,13,,26,,44,,0,,13,,19,,29,,38,,46,,112,,56,,57,,65,,84,,80,,148,,106,,14,,24,,16,,25,,43,,35,,17,,29,,20,,34,,28,,33,,47,,63,,0,,13,,8,,17,,1073,,324,,171,,113,,77,,92,,55,,65,,59,,56,,0,,13,,0,,13,,0,,13,,35,,53,,0,,13,,51,,56,,110,,57,,22,,38,,94,,80,,111,,102,,36,,39,,12,,21,,62,,74,,75,,67,,25,,45,,22,,29,,37,,40,,0,,13,,19,,31,,1500000US060133410002,Block Group 2; Census Tract 3410; Contra Costa County; California,06,013,341000,2
Block Group 1; Census Tract 3522.01; Contra Costa County; California,2465,,622,,1167,,376,,107,,119,,10,,19,,28,,34,,32,,37,,0,,13,,0,,13,,56,,65,,222,,191,,115,,112,,41,,42,,60,,67,,94,,91,,0,,13,,80,,66,,111,,66,,35,,40,,0,,13,,35,,51,,45,,46,,52,,36,,44,,42,,0,,13,,0,,13,,1298,,447,,17,,26,,0,,13,,41,,42,,35,,42,,23,,34,,167,,216,,115,,135,,156,,137,,71,,109,,77,,77,,54,,72,,70,,74,,93,,71,,64,,79,,142,,70,,80,,69,,22,,35,,43,,42,,0,,13,,11,,20,,17,,26,,0,,13,,0,,13,,1500000US060133522011,Block Group 1; Census Tract 3522.01; Contra Costa County; California,06,013,352201,1
Block Group 4; Census Tract 3551.09; Contra Costa County; California,3075,,1033,,1325,,442,,0,,13,,154,,130,,180,,169,,74,,113,,55,,89,,0,,13,,0,,13,,12,,26,,32,,56,,0,,13,,220,,148,,0,,13,,0,,13,,157,,147,,80,,95,,15,,24,,182,,173,,18,,38,,23,,27,,112,,84,,0,,13,,0,,13,,11,,20,,1750,,622,,312,,171,,313,,250,,20,,39,,55,,89,,0,,13,,0,,13,,0,,13,,0,,13,,65,,59,,135,,131,,84,,110,,34,,55,,46,,81,,115,,160,,166,,147,,114,,145,,181,,135,,0,,13,,68,,62,,30,,49,,0,,13,,0,,13,,12,,22,,1500000US060133551094,Block Group 4; Census Tract 3551.09; Contra Costa County; California,06,013,355109,4
Block Group 3; Census Tract 3660.02; Contra Costa County; California,3771,,784,,1875,,422,,87,,74,,369,,325,,132,,75,,146,,82,,78,,62,,13,,19,,50,,51,,92,,66,,130,,88,,93,,61,,97,,60,,100,,64,,59,,47,,111,,61,,83,,64,,39,,31,,59,,52,,13,,20,,0,,13,,72,,61,,7,,12,,17,,20,,28,,29,,1896,,428,,159,,111,,87,,79,,238,,96,,59,,50,,75,,69,,14,,22,,81,,72,,0,,13,,104,,84,,184,,128,,194,,167,,123,,69,,120,,75,,87,,63,,124,,65,,48,,43,,53,,51,,38,,44,,0,,13,,44,,38,,18,,19,,36,,32,,10,,16,,1500000US060133660023,Block Group 3; Census Tract 3660.02; Contra Costa County; California,06,013,366002,3
Block Group 1; Census Tract 3680.01; Contra Costa County; California,751,,406,,425,,232,,12,,20,,54,,78,,39,,63,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,31,,48,,0,,13,,0,,13,,17,,30,,24,,28,,40,,65,,148,,100,,0,,13,,52,,77,,0,,13,,0,,13,,0,,13,,0,,13,,8,,16,,0,,13,,326,,213,,0,,13,,25,,40,,0,,13,,36,,59,,47,,75,,14,,22,,14,,22,,13,,22,,0,,13,,0,,13,,0,,13,,21,,35,,22,,27,,72,,76,,30,,47,,12,,19,,12,,21,,0,,13,,0,,13,,8,,14,,0,,13,,0,,13,,0,,13,,1500000US060133680011,Block Group 1; Census Tract 3680.01; Contra Costa County; California,06,013,368001,1
Block Group 3; Census Tract 3830; Contra Costa County; California,1630,,548,,776,,265,,21,,27,,14,,26,,26,,41,,73,,97,,3,,9,,0,,13,,0,,13,,58,,55,,29,,40,,66,,56,,41,,46,,66,,51,,20,,34,,79,,101,,60,,44,,30,,33,,0,,13,,34,,35,,10,,16,,95,,62,,23,,29,,15,,24,,13,,21,,854,,344,,61,,60,,29,,38,,30,,28,,0,,13,,0,,13,,0,,13,,0,,13,,17,,28,,46,,70,,92,,105,,53,,45,,67,,64,,28,,34,,157,,147,,26,,25,,23,,27,,36,,33,,16,,19,,59,,57,,80,,61,,2,,4,,16,,27,,16,,23,,1500000US060133830003,Block Group 3; Census Tract 3830; Contra Costa County; California,06,013,383000,3
Block Group 2; Census Tract 3071.01; Contra Costa County; California,1202,,420,,640,,223,,0,,13,,44,,58,,64,,54,,57,,67,,8,,13,,0,,13,,17,,31,,0,,13,,48,,52,,14,,23,,55,,59,,62,,69,,0,,13,,19,,20,,12,,20,,0,,13,,93,,67,,9,,15,,25,,38,,89,,71,,14,,15,,10,,16,,0,,13,,562,,220,,78,,77,,108,,89,,15,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,24,,38,,75,,69,,49,,46,,6,,10,,0,,13,,6,,10,,67,,46,,0,,13,,9,,15,,7,,10,,7,,10,,68,,61,,8,,13,,20,,15,,15,,24,,1500000US060133071012,Block Group 2; Census Tract 3071.01; Contra Costa County; California,06,013,307101,2
Block Group 1; Census Tract 3132.06; Contra Costa County; California,1005,,380,,569,,257,,0,,13,,19,,22,,66,,49,,10,,15,,0,,13,,0,,13,,0,,13,,38,,41,,158,,121,,12,,21,,74,,72,,46,,41,,0,,13,,7,,11,,46,,57,,31,,49,,0,,13,,13,,21,,12,,20,,17,,23,,4,,7,,11,,14,,5,,15,,436,,163,,12,,18,,61,,41,,0,,13,,15,,18,,0,,13,,0,,13,,19,,31,,0,,13,,69,,81,,22,,22,,46,,34,,19,,23,,4,,11,,19,,28,,53,,48,,37,,39,,0,,13,,22,,20,,11,,18,,27,,25,,0,,13,,0,,13,,0,,13,,1500000US060133132061,Block Group 1; Census Tract 3132.06; Contra Costa County; California,06,013,313206,1
