NAME,B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state,county,tract,block group
Block Group 2; Census Tract 3451.17; Contra Costa County; California,1129,,435,,690,,404,,0,,13,,91,,142,,105,,126,,0,,13,,0,,13,,0,,13,,0,,13,,45,,70,,27,,24,,20,,33,,110,,97,,16,,26,,22,,36,,35,,51,,58,,59,,17,,27,,80,,127,,0,,13,,0,,13,,24,,25,,26,,30,,14,,22,,0,,13,,439,,122,,53,,66,,24,,38,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,45,,37,,15,,27,,42,,46,,30,,37,,35,,50,,65,,67,,40,,51,,0,,13,,0,,13,,0,,13,,37,,30,,20,,27,,11,,19,,11,,19,,11,,18,,1500000US060133451172,Block Group 2; Census Tract 3451.17; Contra Costa County; California,06,013,345117,2
Block Group 2; Census Tract 3290; Contra Costa County; California,2568,,1226,,1275,,747,,300,,397,,68,,92,,164,,115,,58,,85,,0,,13,,0,,13,,0,,13,,0,,13,,115,,120,,34,,45,,109,,87,,29,,35,,67,,78,,53,,68,,154,,120,,0,,13,,0,,13,,29,,46,,0,,13,,95,,78,,0,,13,,0,,13,,0,,13,,1293,,526,,271,,296,,95,,87,,59,,84,,0,,13,,33,,52,,0,,13,,0,,13,,33,,56,,31,,27,,119,,94,,54,,85,,80,,67,,95,,106,,0,,13,,72,,85,,0,,13,,91,,70,,56,,67,,79,,88,,82,,86,,0,,13,,5,,9,,38,,59,,1500000US060133290002,Block Group 2; Census Tract 3290; Contra Costa County; California,06,013,329000,2
Block Group 3; Census Tract 3080.01; Contra Costa County; California,2190,,1351,,725,,370,,0,,13,,27,,55,,0,,13,,62,,73,,0,,13,,0,,13,,23,,44,,23,,44,,0,,13,,35,,49,,48,,54,,0,,13,,229,,272,,77,,59,,47,,43,,0,,13,,11,,19,,0,,13,,11,,19,,60,,73,,0,,13,,20,,35,,52,,71,,1465,,1020,,63,,76,,144,,111,,323,,360,,264,,312,,37,,60,,0,,13,,0,,13,,25,,46,,41,,64,,121,,108,,25,,50,,248,,314,,0,,13,,42,,46,,14,,23,,0,,13,,17,,37,,19,,36,,0,,13,,40,,64,,42,,59,,0,,13,,0,,13,,1500000US060133080013,Block Group 3; Census Tract 3080.01; Contra Costa County; California,06,013,308001,3
Block Group 1; Census Tract 3430.03; Contra Costa County; California,2103,,269,,1052,,188,,24,,28,,100,,95,,52,,33,,9,,15,,12,,20,,0,,13,,0,,13,,108,,87,,43,,29,,51,,38,,23,,25,,75,,50,,41,,37,,77,,53,,56,,31,,52,,29,,53,,45,,59,,47,,63,,36,,62,,46,,43,,23,,21,,19,,28,,25,,1051,,152,,37,,29,,42,,39,,77,,58,,39,,31,,12,,18,,15,,25,,12,,19,,44,,62,,20,,33,,44,,31,,42,,31,,79,,52,,39,,31,,121,,59,,96,,47,,46,,41,,33,,27,,24,,21,,32,,22,,77,,45,,41,,28,,44,,33,,35,,32,,1500000US060133430031,Block Group 1; Census Tract 3430.03; Contra Costa County; California,06,013,343003,1
Block Group 2; Census Tract 3451.16; Contra Costa County; California,1719,,248,,868,,132,,59,,34,,34,,30,,86,,38,,54,,31,,19,,19,,0,,13,,13,,14,,47,,30,,55,,36,,6,,9,,68,,34,,48,,27,,86,,39,,81,,29,,63,,23,,24,,24,,17,,14,,8,,13,,13,,12,,39,,29,,39,,27,,0,,13,,9,,10,,851,,148,,89,,56,,48,,26,,81,,44,,29,,20,,17,,24,,10,,16,,0,,13,,22,,21,,6,,9,,45,,30,,48,,29,,83,,35,,73,,39,,103,,39,,38,,20,,14,,15,,21,,18,,14,,13,,44,,33,,22,,16,,17,,14,,13,,12,,14,,13,,1500000US060133451162,Block Group 2; Census Tract 3451.16; Contra Costa County; California,06,013,345116,2
Block Group 2; Census Tract 3720; Contra Costa County; California,633,,471,,248,,240,,0,,13,,0,,13,,32,,65,,1,,20,,0,,13,,1,,24,,0,,13,,0,,13,,0,,13,,56,,91,,1,,18,,0,,13,,68,,110,,0,,13,,45,,72,,0,,13,,28,,45,,0,,13,,0,,13,,0,,13,,16,,26,,0,,13,,0,,13,,385,,289,,0,,13,,25,,41,,0,,13,,66,,70,,78,,118,,19,,32,,0,,13,,0,,13,,30,,44,,43,,69,,0,,13,,0,,13,,39,,47,,30,,42,,27,,45,,0,,13,,0,,13,,0,,13,,0,,13,,13,,24,,0,,13,,15,,24,,0,,13,,1500000US060133720002,Block Group 2; Census Tract 3720; Contra Costa County; California,06,013,372000,2
Block Group 1; Census Tract 3080.01; Contra Costa County; California,1704,,737,,925,,533,,55,,69,,100,,154,,0,,13,,0,,13,,12,,27,,0,,13,,0,,13,,0,,13,,0,,13,,84,,98,,56,,87,,73,,98,,10,,22,,0,,13,,215,,181,,0,,13,,42,,76,,0,,13,,30,,40,,248,,349,,0,,13,,0,,13,,0,,13,,779,,387,,0,,13,,16,,27,,70,,113,,21,,31,,0,,13,,9,,17,,0,,13,,0,,13,,116,,144,,85,,99,,13,,22,,0,,13,,0,,13,,98,,127,,74,,78,,92,,91,,0,,13,,15,,24,,62,,59,,108,,83,,0,,13,,0,,13,,0,,13,,1500000US060133080011,Block Group 1; Census Tract 3080.01; Contra Costa County; California,06,013,308001,1
Block Group 3; Census Tract 3230; Contra Costa County; California,1161,,266,,598,,162,,9,,15,,98,,54,,34,,32,,0,,13,,42,,50,,0,,13,,0,,13,,0,,13,,59,,51,,14,,22,,94,,72,,31,,30,,13,,20,,34,,30,,28,,26,,0,,13,,22,,32,,0,,13,,40,,29,,45,,38,,8,,12,,19,,20,,8,,13,,563,,129,,23,,28,,41,,32,,7,,10,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,14,,24,,26,,90,,54,,26,,23,,50,,42,,57,,48,,16,,19,,0,,13,,51,,38,,34,,27,,34,,40,,27,,24,,34,,24,,8,,12,,33,,29,,1500000US060133230003,Block Group 3; Census Tract 3230; Contra Costa County; California,06,013,323000,3
Block Group 2; Census Tract 3361.04; Contra Costa County; California,1325,,343,,771,,255,,29,,45,,0,,13,,11,,18,,65,,74,,0,,13,,0,,13,,0,,13,,60,,95,,113,,99,,221,,172,,78,,70,,44,,68,,69,,65,,0,,13,,17,,28,,0,,13,,16,,25,,13,,22,,0,,13,,15,,25,,0,,13,,0,,13,,20,,32,,554,,166,,0,,13,,0,,13,,61,,68,,10,,17,,0,,13,,0,,13,,0,,13,,44,,47,,176,,80,,33,,49,,10,,16,,0,,13,,84,,55,,10,,26,,28,,33,,0,,13,,11,,18,,34,,50,,0,,13,,25,,35,,28,,37,,0,,13,,0,,13,,1500000US060133361042,Block Group 2; Census Tract 3361.04; Contra Costa County; California,06,013,336104,2
Block Group 2; Census Tract 3551.11; Contra Costa County; California,2653,,754,,1364,,488,,14,,20,,0,,13,,71,,68,,70,,69,,80,,71,,0,,13,,12,,19,,0,,13,,51,,53,,95,,69,,173,,166,,102,,126,,90,,74,,120,,80,,157,,82,,90,,137,,119,,158,,22,,27,,45,,40,,46,,42,,7,,12,,0,,13,,0,,13,,1289,,348,,79,,66,,53,,48,,48,,40,,65,,47,,27,,31,,11,,19,,12,,19,,103,,80,,175,,110,,17,,24,,27,,30,,95,,71,,115,,79,,108,,72,,99,,51,,105,,104,,26,,29,,34,,31,,52,,79,,19,,21,,7,,11,,0,,13,,12,,18,,1500000US060133551112,Block Group 2; Census Tract 3551.11; Contra Costa County; California,06,013,355111,2
Block Group 3; Census Tract 3680.01; Contra Costa County; California,1218,,506,,544,,282,,0,,13,,0,,13,,95,,76,,60,,97,,33,,54,,0,,13,,0,,13,,0,,13,,0,,13,,63,,52,,65,,68,,37,,62,,26,,40,,0,,13,,67,,75,,0,,13,,25,,39,,13,,20,,14,,21,,31,,49,,15,,27,,0,,13,,0,,13,,674,,270,,39,,64,,11,,18,,66,,71,,0,,13,,63,,68,,0,,13,,30,,47,,0,,13,,11,,18,,61,,63,,24,,36,,46,,61,,37,,45,,34,,39,,65,,73,,0,,13,,68,,76,,0,,13,,29,,29,,18,,24,,33,,39,,31,,47,,8,,13,,1500000US060133680013,Block Group 3; Census Tract 3680.01; Contra Costa County; California,06,013,368001,3
Block Group 2; Census Tract 3361.03; Contra Costa County; California,2739,,1255,,1351,,662,,45,,50,,0,,13,,256,,276,,120,,174,,0,,13,,0,,13,,0,,13,,0,,13,,167,,169,,76,,89,,321,,251,,171,,138,,17,,29,,22,,25,,75,,59,,0,,13,,30,,53,,0,,13,,0,,13,,51,,66,,0,,13,,0,,13,,0,,13,,1388,,642,,280,,257,,193,,207,,79,,116,,31,,48,,54,,69,,39,,60,,0,,13,,12,,30,,134,,131,,203,,234,,89,,118,,118,,116,,86,,62,,37,,47,,8,,23,,0,,13,,25,,40,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1500000US060133361032,Block Group 2; Census Tract 3361.03; Contra Costa County; California,06,013,336103,2
Block Group 1; Census Tract 3551.26; Contra Costa County; California,4268,,760,,1897,,403,,65,,54,,178,,88,,255,,124,,85,,59,,30,,29,,0,,13,,0,,13,,0,,13,,0,,13,,40,,40,,53,,39,,170,,83,,368,,116,,117,,49,,179,,66,,18,,20,,9,,15,,13,,23,,194,,196,,24,,27,,53,,49,,34,,31,,12,,18,,2371,,440,,98,,53,,186,,84,,350,,117,,120,,53,,75,,53,,33,,30,,0,,13,,0,,13,,75,,111,,0,,13,,168,,84,,202,,80,,321,,86,,109,,60,,265,,227,,9,,15,,31,,29,,23,,25,,64,,59,,40,,32,,92,,68,,42,,39,,68,,72,,1500000US060133551261,Block Group 1; Census Tract 3551.26; Contra Costa County; California,06,013,355126,1
Block Group 2; Census Tract 3852; Contra Costa County; California,785,,272,,426,,177,,7,,10,,91,,66,,47,,55,,9,,10,,0,,13,,0,,13,,0,,13,,0,,13,,4,,9,,11,,12,,30,,20,,61,,57,,11,,11,,9,,11,,29,,20,,0,,13,,43,,64,,0,,13,,11,,13,,28,,16,,23,,20,,12,,12,,0,,13,,359,,119,,38,,34,,18,,16,,4,,7,,9,,10,,4,,7,,0,,13,,0,,13,,0,,13,,5,,8,,44,,27,,6,,9,,13,,17,,70,,83,,36,,25,,4,,6,,8,,12,,25,,19,,0,,13,,12,,13,,38,,25,,10,,12,,3,,5,,12,,12,,1500000US060133852002,Block Group 2; Census Tract 3852; Contra Costa County; California,06,013,385200,2
Block Group 2; Census Tract 3032.07; Contra Costa County; California,4309,,1599,,1798,,762,,55,,74,,211,,258,,115,,62,,58,,63,,5,,12,,0,,13,,23,,40,,97,,104,,378,,380,,92,,75,,105,,73,,173,,104,,65,,60,,119,,86,,109,,73,,37,,54,,27,,42,,17,,27,,31,,44,,40,,42,,31,,44,,0,,13,,10,,18,,2511,,907,,194,,108,,230,,127,,188,,212,,108,,75,,193,,176,,0,,13,,0,,13,,149,,155,,306,,278,,256,,212,,118,,84,,203,,140,,118,,74,,78,,78,,123,,89,,62,,81,,32,,46,,3,,8,,26,,31,,31,,47,,32,,46,,56,,56,,5,,7,,1500000US060133032072,Block Group 2; Census Tract 3032.07; Contra Costa County; California,06,013,303207,2
Block Group 2; Census Tract 3141.05; Contra Costa County; California,2051,,625,,1331,,559,,13,,26,,66,,87,,43,,48,,96,,100,,14,,28,,0,,13,,0,,13,,102,,93,,259,,156,,163,,196,,15,,31,,171,,175,,44,,50,,96,,107,,91,,122,,33,,53,,11,,18,,0,,13,,14,,25,,0,,13,,0,,13,,100,,134,,0,,13,,720,,284,,115,,135,,0,,13,,0,,13,,0,,13,,0,,13,,14,,29,,0,,13,,56,,73,,80,,102,,44,,55,,79,,100,,52,,57,,34,,45,,29,,48,,15,,24,,0,,13,,33,,44,,13,,22,,0,,13,,44,,44,,59,,85,,0,,13,,53,,77,,1500000US060133141052,Block Group 2; Census Tract 3141.05; Contra Costa County; California,06,013,314105,2
Block Group 2; Census Tract 3190.02; Contra Costa County; California,765,,303,,427,,178,,26,,38,,25,,36,,24,,39,,0,,13,,0,,13,,0,,13,,0,,13,,36,,57,,24,,37,,46,,47,,47,,40,,17,,28,,0,,13,,31,,34,,92,,81,,0,,13,,29,,35,,0,,13,,18,,27,,12,,21,,0,,13,,0,,13,,0,,13,,338,,166,,0,,13,,23,,39,,30,,45,,0,,13,,0,,13,,0,,13,,0,,13,,42,,61,,24,,34,,0,,13,,24,,40,,0,,13,,44,,51,,38,,42,,0,,13,,27,,33,,31,,34,,14,,23,,17,,26,,9,,15,,0,,13,,15,,25,,0,,13,,1500000US060133190022,Block Group 2; Census Tract 3190.02; Contra Costa County; California,06,013,319002,2
Block Group 2; Census Tract 3400.04; Contra Costa County; California,1170,,287,,551,,151,,29,,33,,0,,13,,45,,45,,24,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,23,,27,,19,,29,,19,,29,,83,,73,,40,,37,,45,,40,,18,,22,,59,,55,,20,,23,,15,,24,,47,,39,,9,,15,,10,,16,,46,,47,,619,,150,,45,,37,,0,,13,,11,,21,,11,,20,,0,,13,,0,,13,,0,,13,,19,,31,,25,,31,,24,,30,,75,,69,,38,,33,,25,,29,,33,,38,,52,,43,,21,,24,,61,,46,,31,,27,,27,,32,,12,,19,,51,,36,,21,,25,,37,,45,,1500000US060133400042,Block Group 2; Census Tract 3400.04; Contra Costa County; California,06,013,340004,2
Block Group 1; Census Tract 3470; Contra Costa County; California,2184,,436,,1098,,255,,19,,30,,73,,72,,34,,41,,57,,43,,17,,29,,31,,51,,0,,13,,0,,13,,0,,13,,16,,26,,40,,46,,93,,68,,72,,63,,39,,43,,224,,160,,0,,13,,80,,82,,21,,35,,50,,39,,66,,56,,76,,60,,34,,39,,56,,66,,1086,,232,,54,,46,,36,,42,,100,,78,,37,,46,,22,,38,,0,,13,,0,,13,,0,,13,,29,,42,,20,,31,,51,,44,,69,,58,,62,,51,,86,,67,,99,,75,,0,,13,,77,,66,,24,,39,,94,,64,,115,,76,,42,,43,,45,,54,,24,,33,,1500000US060133470001,Block Group 1; Census Tract 3470; Contra Costa County; California,06,013,347000,1
Block Group 1; Census Tract 3451.01; Contra Costa County; California,758,,373,,337,,151,,0,,13,,11,,19,,11,,19,,59,,67,,1,,2,,1,,3,,0,,13,,1,,2,,24,,39,,0,,13,,12,,20,,0,,13,,35,,44,,46,,47,,40,,45,,0,,13,,0,,13,,15,,24,,20,,31,,18,,28,,43,,48,,0,,13,,0,,13,,421,,245,,0,,13,,37,,61,,23,,37,,52,,69,,0,,13,,1,,3,,1,,3,,52,,59,,20,,32,,0,,13,,15,,27,,33,,41,,14,,23,,19,,28,,31,,38,,0,,13,,15,,25,,0,,13,,20,,31,,35,,36,,36,,38,,0,,13,,17,,26,,1500000US060133451011,Block Group 1; Census Tract 3451.01; Contra Costa County; California,06,013,345101,1
Block Group 4; Census Tract 3451.14; Contra Costa County; California,1208,,515,,590,,278,,12,,19,,89,,112,,48,,46,,56,,57,,37,,46,,0,,13,,0,,13,,0,,13,,24,,40,,71,,99,,15,,20,,0,,13,,54,,45,,25,,36,,102,,93,,12,,20,,31,,36,,0,,13,,14,,23,,0,,13,,0,,13,,0,,13,,0,,13,,618,,282,,17,,27,,81,,106,,14,,21,,0,,13,,14,,24,,0,,13,,0,,13,,113,,137,,16,,26,,70,,98,,13,,20,,0,,13,,50,,40,,12,,25,,97,,75,,29,,33,,30,,35,,0,,13,,6,,13,,14,,23,,7,,17,,35,,53,,0,,13,,1500000US060133451144,Block Group 4; Census Tract 3451.14; Contra Costa County; California,06,013,345114,4
Block Group 2; Census Tract 3650.03; Contra Costa County; California,1524,,630,,721,,262,,100,,155,,0,,13,,38,,51,,39,,63,,0,,13,,0,,13,,0,,13,,68,,112,,94,,95,,82,,100,,26,,42,,80,,92,,56,,97,,0,,13,,27,,45,,0,,13,,0,,13,,0,,13,,0,,13,,18,,32,,52,,81,,41,,65,,0,,13,,803,,399,,0,,13,,42,,56,,79,,88,,0,,13,,85,,132,,0,,13,,0,,13,,0,,13,,26,,41,,151,,130,,26,,42,,135,,150,,100,,110,,99,,149,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,60,,70,,0,,13,,0,,13,,0,,13,,1500000US060133650032,Block Group 2; Census Tract 3650.03; Contra Costa County; California,06,013,365003,2
Block Group 3; Census Tract 3870; Contra Costa County; California,1405,,293,,709,,179,,59,,60,,96,,69,,49,,46,,20,,24,,0,,13,,0,,13,,18,,25,,31,,29,,78,,67,,0,,13,,108,,68,,19,,20,,62,,49,,12,,16,,14,,16,,39,,41,,0,,13,,47,,41,,0,,13,,14,,18,,0,,13,,16,,20,,27,,36,,696,,185,,58,,78,,49,,46,,29,,29,,19,,30,,17,,21,,0,,13,,12,,18,,32,,30,,50,,39,,76,,70,,98,,65,,64,,49,,63,,46,,13,,20,,58,,39,,0,,13,,0,,13,,0,,13,,8,,14,,18,,31,,0,,13,,0,,13,,32,,37,,1500000US060133870003,Block Group 3; Census Tract 3870; Contra Costa County; California,06,013,387000,3
Block Group 1; Census Tract 3680.02; Contra Costa County; California,1839,,414,,902,,250,,89,,86,,71,,48,,92,,50,,4,,11,,12,,18,,0,,13,,32,,43,,64,,40,,77,,51,,177,,96,,75,,84,,0,,13,,0,,13,,55,,45,,55,,44,,12,,20,,34,,29,,0,,13,,24,,29,,0,,13,,0,,13,,0,,13,,29,,37,,937,,238,,104,,57,,0,,13,,128,,96,,11,,19,,20,,29,,48,,55,,0,,13,,41,,43,,40,,42,,166,,71,,65,,44,,8,,15,,53,,47,,9,,15,,100,,62,,7,,13,,13,,17,,26,,30,,12,,19,,78,,109,,8,,16,,0,,13,,0,,13,,1500000US060133680021,Block Group 1; Census Tract 3680.02; Contra Costa County; California,06,013,368002,1
Block Group 2; Census Tract 3551.19; Contra Costa County; California,3526,,1022,,1936,,695,,50,,63,,24,,36,,113,,90,,196,,120,,86,,103,,29,,45,,55,,64,,80,,70,,237,,260,,114,,174,,61,,63,,220,,163,,70,,79,,71,,71,,209,,137,,64,,74,,57,,61,,95,,74,,20,,35,,70,,57,,15,,23,,0,,13,,0,,13,,1590,,435,,123,,143,,185,,111,,30,,48,,104,,111,,87,,85,,10,,20,,12,,40,,40,,36,,33,,44,,11,,20,,153,,109,,226,,134,,62,,53,,61,,57,,144,,97,,41,,45,,34,,44,,31,,39,,60,,50,,25,,40,,3,,3,,16,,26,,99,,94,,1500000US060133551192,Block Group 2; Census Tract 3551.19; Contra Costa County; California,06,013,355119,2
Block Group 2; Census Tract 3551.20; Contra Costa County; California,876,,436,,447,,199,,20,,35,,39,,63,,0,,13,,10,,19,,0,,13,,13,,23,,0,,13,,0,,13,,79,,68,,0,,13,,24,,29,,82,,83,,34,,47,,86,,63,,0,,13,,0,,13,,19,,30,,0,,13,,0,,13,,41,,43,,0,,13,,0,,13,,0,,13,,429,,260,,0,,13,,9,,17,,43,,71,,51,,82,,0,,13,,0,,13,,0,,13,,29,,34,,16,,29,,8,,15,,18,,30,,60,,81,,19,,25,,62,,52,,11,,21,,0,,13,,10,,17,,30,,34,,33,,38,,22,,24,,8,,14,,0,,13,,0,,13,,1500000US060133551202,Block Group 2; Census Tract 3551.20; Contra Costa County; California,06,013,355120,2
Block Group 3; Census Tract 3790; Contra Costa County; California,2265,,975,,1233,,581,,54,,94,,50,,58,,157,,138,,49,,55,,85,,76,,0,,13,,0,,13,,107,,114,,101,,73,,114,,107,,17,,24,,135,,158,,5,,9,,41,,46,,76,,90,,141,,96,,93,,143,,0,,13,,0,,13,,8,,12,,0,,13,,0,,13,,0,,13,,1032,,447,,30,,50,,125,,132,,198,,160,,62,,64,,0,,13,,42,,60,,0,,13,,0,,13,,51,,61,,41,,69,,68,,73,,31,,31,,102,,118,,43,,58,,78,,60,,0,,13,,93,,115,,0,,13,,31,,35,,8,,12,,10,,16,,19,,25,,0,,13,,1500000US060133790003,Block Group 3; Census Tract 3790; Contra Costa County; California,06,013,379000,3
Block Group 1; Census Tract 3902; Contra Costa County; California,1120,,173,,479,,77,,21,,19,,28,,19,,29,,16,,3,,6,,7,,18,,6,,14,,19,,21,,11,,13,,13,,11,,40,,22,,27,,18,,44,,27,,29,,20,,42,,24,,18,,14,,15,,17,,12,,13,,23,,34,,18,,15,,38,,20,,12,,12,,0,,13,,24,,18,,641,,128,,0,,13,,28,,23,,43,,32,,31,,29,,0,,13,,0,,13,,0,,13,,23,,26,,35,,26,,34,,20,,13,,14,,62,,26,,95,,82,,47,,29,,32,,20,,26,,22,,20,,15,,18,,17,,11,,17,,68,,35,,11,,12,,18,,16,,26,,18,,1500000US060133902001,Block Group 1; Census Tract 3902; Contra Costa County; California,06,013,390200,1
Block Group 2; Census Tract 3060.02; Contra Costa County; California,2672,,1018,,1410,,527,,100,,100,,180,,176,,60,,43,,37,,35,,11,,18,,0,,13,,20,,43,,102,,61,,63,,64,,304,,292,,30,,48,,35,,33,,63,,45,,83,,56,,163,,178,,24,,36,,11,,20,,0,,13,,0,,13,,75,,65,,38,,35,,0,,13,,11,,17,,1262,,518,,155,,246,,114,,116,,51,,53,,55,,52,,70,,68,,0,,13,,17,,27,,41,,46,,126,,77,,26,,41,,154,,149,,36,,30,,54,,40,,123,,148,,107,,64,,0,,13,,0,,13,,14,,20,,0,,13,,47,,47,,22,,25,,15,,19,,35,,40,,1500000US060133060022,Block Group 2; Census Tract 3060.02; Contra Costa County; California,06,013,306002,2
Block Group 1; Census Tract 3132.05; Contra Costa County; California,1978,,434,,1014,,267,,59,,47,,6,,11,,85,,41,,58,,35,,0,,13,,0,,13,,20,,26,,94,,109,,67,,41,,174,,162,,74,,45,,33,,25,,37,,27,,46,,27,,52,,35,,20,,20,,75,,50,,6,,9,,16,,16,,49,,32,,39,,21,,4,,6,,0,,13,,964,,187,,71,,43,,76,,46,,40,,26,,26,,24,,21,,21,,6,,10,,0,,13,,30,,32,,90,,44,,81,,56,,43,,35,,61,,37,,19,,18,,55,,31,,82,,89,,17,,14,,108,,46,,0,,13,,62,,66,,21,,16,,28,,27,,5,,7,,22,,36,,1500000US060133132051,Block Group 1; Census Tract 3132.05; Contra Costa County; California,06,013,313205,1
Block Group 2; Census Tract 3373; Contra Costa County; California,1535,,484,,876,,338,,0,,13,,134,,144,,36,,40,,10,,18,,12,,22,,0,,13,,13,,22,,102,,113,,15,,25,,52,,62,,58,,63,,51,,46,,51,,49,,114,,148,,53,,49,,80,,83,,17,,27,,5,,8,,39,,50,,0,,13,,34,,25,,0,,13,,0,,13,,659,,214,,63,,70,,70,,50,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,83,,112,,62,,62,,10,,16,,23,,28,,48,,44,,0,,13,,82,,82,,89,,70,,14,,23,,14,,22,,4,,7,,21,,26,,65,,67,,0,,13,,11,,17,,1500000US060133373002,Block Group 2; Census Tract 3373; Contra Costa County; California,06,013,337300,2
Block Group 4; Census Tract 3810; Contra Costa County; California,2913,,930,,1308,,424,,130,,105,,135,,123,,169,,112,,140,,98,,24,,39,,46,,40,,0,,13,,24,,40,,45,,43,,136,,99,,107,,80,,23,,27,,34,,32,,68,,54,,37,,43,,10,,16,,106,,102,,24,,38,,22,,25,,28,,37,,0,,13,,0,,13,,0,,13,,1605,,602,,146,,115,,111,,87,,164,,103,,28,,41,,33,,51,,7,,18,,13,,21,,108,,94,,239,,249,,172,,107,,98,,83,,130,,77,,101,,77,,68,,64,,67,,56,,20,,23,,66,,98,,0,,13,,0,,13,,0,,13,,26,,38,,0,,13,,8,,14,,1500000US060133810004,Block Group 4; Census Tract 3810; Contra Costa County; California,06,013,381000,4
Block Group 3; Census Tract 3032.02; Contra Costa County; California,2599,,906,,1285,,463,,101,,109,,183,,152,,9,,17,,44,,60,,0,,13,,0,,13,,0,,13,,97,,138,,0,,13,,97,,100,,44,,43,,207,,169,,63,,125,,34,,35,,138,,110,,48,,49,,0,,13,,10,,17,,32,,40,,138,,127,,8,,15,,10,,17,,22,,27,,1314,,475,,78,,72,,122,,147,,215,,187,,98,,131,,0,,13,,0,,13,,0,,13,,0,,13,,40,,49,,94,,91,,136,,128,,69,,80,,142,,117,,90,,75,,33,,36,,11,,19,,56,,51,,0,,13,,55,,62,,68,,99,,7,,15,,0,,13,,0,,13,,1500000US060133032023,Block Group 3; Census Tract 3032.02; Contra Costa County; California,06,013,303202,3
